,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,14819.6,674.8,0.000005473,0.00012,-0.00380,0.00552,-0.00875
1,2,21347.9,468.4,0.000002206,0.00003,-0.00559,-0.00073,-0.00150
2,3,27294.9,366.4,0.005868247,0.07078,-0.25955,-0.05224,-0.02615
3,4,28330.6,353.0,0.012751507,0.14818,0.36212,-0.08781,-0.09662
4,5,30759.7,325.1,0.001275329,0.01365,0.11673,0.00478,-0.00101
5,6,30937.2,323.2,0.115032676,1.22410,1.10404,0.06722,-0.02596
6,7,35007.5,285.7,0.000009852,0.00009,-0.00853,-0.00331,-0.00300
7,8,36039.5,277.5,0.001072150,0.00979,-0.04065,0.04342,-0.07909
8,9,36706.7,272.4,0.034451106,0.30898,-0.42407,-0.29761,-0.20142
9,10,37183.0,268.9,0.001570737,0.01391,-0.00625,-0.07966,0.08673
10,11,37313.0,268.0,0.036987231,0.32634,0.34515,-0.35082,-0.29006
11,12,38208.7,261.7,0.000029446,0.00025,0.01464,-0.00376,0.00501
12,13,38326.2,260.9,0.001341364,0.01152,-0.07593,0.05916,0.04751
13,14,38918.0,257.0,0.000001513,0.00001,-0.00122,0.00270,0.00200
14,15,39791.5,251.3,0.000000566,0.00000,0.00169,-0.00089,0.00102
15,16,41469.2,241.1,0.000000088,0.00000,-0.00034,-0.00037,-0.00067
16,17,42606.0,234.7,0.072618830,0.56112,-0.73407,-0.13516,-0.06321
17,18,42913.5,233.0,0.001016052,0.00779,0.01385,-0.04867,0.07234
18,19,43001.7,232.5,0.000014587,0.00011,0.00842,0.00266,-0.00580
19,20,43208.7,231.4,0.000017912,0.00014,-0.00546,0.00398,-0.00953
