,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9291.7,1076.2,0.039149261,1.38708,0.31735,1.12347,-0.15550
1,2,9764.0,1024.2,0.000118472,0.00399,-0.05040,-0.03799,-0.00335
2,3,12107.3,825.9,0.023790471,0.64689,0.33464,0.69324,0.23309
3,4,16015.0,624.4,0.011473962,0.23586,0.04970,-0.36014,0.32201
4,5,23513.5,425.3,0.015630723,0.21885,0.43863,0.15392,-0.05249
5,6,27299.9,366.3,0.008215378,0.09907,-0.29667,-0.08857,0.05668
6,7,29853.2,335.0,0.165789120,1.82827,1.31522,0.19038,-0.24943
7,8,29931.6,334.1,0.251151042,2.76237,1.60901,0.29814,-0.29079
8,9,31210.8,320.4,0.088574432,0.93428,0.89013,0.34883,-0.14236
9,10,32452.5,308.1,0.000963190,0.00977,-0.05109,0.08407,0.00967
10,11,33187.1,301.3,0.004785264,0.04747,0.19533,-0.08535,-0.04507
11,12,35097.6,284.9,0.002081010,0.01952,-0.10510,-0.08499,0.03535
12,13,35126.7,284.7,0.011520523,0.10797,0.20847,0.20508,0.14984
13,14,36779.1,271.9,0.005290319,0.04735,-0.16869,-0.02246,0.13562
14,15,36946.4,270.7,0.001268612,0.01130,0.09730,0.04002,0.01535
15,16,37843.4,264.2,0.000855006,0.00744,-0.07893,-0.02376,0.02536
16,17,38654.5,258.7,0.016271438,0.13858,-0.27449,-0.25075,-0.01904
17,18,38907.4,257.0,0.009809375,0.08300,-0.26234,-0.11873,0.00921
18,19,39278.2,254.6,0.004215039,0.03533,-0.18366,-0.03995,-0.00110
19,20,40000.0,250.0,0.002501256,0.02059,-0.13982,-0.01566,0.02813
