,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8310.2,1203.3,0.000508243,0.02013,-0.07906,-0.09872,0.06433
1,2,14314.9,698.6,0.000779652,0.01793,0.00447,0.04065,0.12751
2,3,15223.1,656.9,0.023583852,0.51002,0.26476,-0.58922,0.30452
3,4,15642.1,639.3,0.002222897,0.04678,-0.05065,0.03047,-0.20806
4,5,21442.3,466.4,0.001942169,0.02982,-0.05235,-0.06175,-0.15253
5,6,24812.7,403.0,0.000744173,0.00987,0.07591,-0.01421,0.06252
6,7,25070.7,398.9,0.008971384,0.11781,0.26889,-0.20745,0.04968
7,8,27024.6,370.0,0.000032012,0.00039,-0.00357,-0.00661,0.01826
8,9,29117.6,343.4,0.001132533,0.01280,0.04127,-0.10530,0.00351
9,10,30308.9,329.9,0.001256997,0.01365,-0.02081,-0.07370,-0.08825
10,11,31929.6,313.2,0.006038202,0.06226,0.19183,-0.13278,0.08846
11,12,33306.6,300.2,0.000016393,0.00016,-0.00819,-0.00710,-0.00667
12,13,34559.9,289.4,0.001537225,0.01464,-0.10713,0.05562,0.00857
13,14,35134.9,284.6,0.000909989,0.00853,-0.02095,0.03477,0.08294
14,15,35466.0,282.0,0.001317414,0.01223,-0.03547,-0.10212,-0.02328
15,16,35721.3,279.9,0.000831145,0.00766,0.02739,0.02456,0.07942
16,17,36801.7,271.7,0.003010747,0.02693,-0.12976,-0.01386,-0.09951
17,18,38867.1,257.3,0.001264439,0.01071,0.05164,-0.00608,0.08948
18,19,39048.0,256.1,0.001110979,0.00937,-0.02781,-0.03707,-0.08497
19,20,39646.0,252.2,0.000461422,0.00383,-0.01914,-0.00576,-0.05858
