,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,13317.8,750.9,0.000256763,0.00635,-0.07817,-0.00985,0.01184
1,2,23831.3,419.6,0.024243207,0.33490,-0.39016,-0.28467,0.31881
2,3,24714.5,404.6,0.000434606,0.00579,0.06024,0.03532,-0.03022
3,4,30288.6,330.2,0.047542313,0.51675,-0.47216,0.48064,-0.25058
4,5,30350.7,329.5,0.001694985,0.01839,-0.12231,0.05563,-0.01816
5,6,30544.1,327.4,0.000470000,0.00507,0.05360,-0.02751,0.03790
6,7,32234.3,310.2,0.000835135,0.00853,-0.01160,0.07462,0.05317
7,8,33833.6,295.6,0.003095958,0.03012,0.12121,-0.12106,-0.02788
8,9,37027.6,270.1,0.003298668,0.02933,0.06833,0.11277,0.10929
9,10,37968.6,263.4,0.000657452,0.00570,0.04662,0.03123,-0.05052
10,11,38643.4,258.8,0.004105436,0.03498,0.08360,-0.06139,0.15562
11,12,38802.4,257.7,0.019574488,0.16608,0.19922,0.08853,0.34431
12,13,38973.7,256.6,0.012878194,0.10878,0.10398,0.01426,-0.31268
13,14,40265.3,248.4,0.017101433,0.13982,-0.17970,0.32095,0.06724
14,15,42133.9,237.3,0.002261369,0.01767,-0.11907,0.00691,-0.05869
15,16,42328.3,236.2,0.001944391,0.01512,-0.12072,0.02123,-0.00999
16,17,43762.5,228.5,0.013801749,0.10383,0.01228,0.31203,-0.07946
17,18,44594.1,224.2,0.004909292,0.03624,-0.02572,0.18146,0.05151
18,19,44674.2,223.8,0.000630261,0.00464,0.02934,0.02654,-0.05549
19,20,45272.6,220.9,0.002613083,0.01900,0.08729,-0.10183,0.03184
