,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8663.2,1154.3,0.000017421,0.00066,0.02165,0.00035,0.01390
1,2,17849.1,560.3,0.020435383,0.37691,0.55867,0.23060,0.10780
2,3,18598.4,537.7,0.004904805,0.08682,0.26047,0.04515,-0.13014
3,4,25334.4,394.7,0.033929607,0.44090,-0.43328,-0.26722,-0.42634
4,5,26212.2,381.5,0.011050690,0.13879,0.30222,-0.10386,-0.19149
5,6,29075.6,343.9,0.419193967,4.74637,1.93911,0.90309,0.41311
6,7,31518.7,317.3,0.002878271,0.03006,-0.08823,-0.14182,-0.04653
7,8,33375.7,299.6,0.045420319,0.44802,0.56004,0.33425,0.15050
8,9,33535.5,298.2,0.015260282,0.14981,-0.36160,-0.13018,-0.04587
9,10,34459.5,290.2,0.319025328,3.04783,-1.57624,-0.68211,-0.31309
10,11,34853.6,286.9,0.000003058,0.00003,-0.00371,-0.00209,-0.00327
11,12,35180.4,284.2,0.015005916,0.14042,-0.32105,-0.16278,-0.10418
12,13,37050.8,269.9,0.001775286,0.01577,0.08072,-0.06730,0.06877
13,14,37542.8,266.4,0.000026431,0.00023,-0.01263,-0.00429,-0.00734
14,15,39005.7,256.4,0.001279375,0.01080,0.05614,0.07976,0.03586
15,16,39870.0,250.8,0.008155348,0.06734,-0.13837,-0.20743,-0.07187
16,17,40456.0,247.2,0.001998242,0.01626,-0.10418,0.01927,0.07097
17,18,41178.9,242.8,0.012996421,0.10390,-0.26486,-0.17643,0.05126
18,19,41458.0,241.2,0.001343344,0.01067,-0.01754,0.09981,-0.01994
19,20,42731.7,234.0,0.008842420,0.06812,0.25773,0.02837,-0.02993
