,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9008.7,1110.0,0.000009624,0.00035,-0.01379,0.00394,-0.01208
1,2,10221.0,978.4,0.005831698,0.18783,-0.30628,0.16528,-0.25828
2,3,14598.1,685.0,0.020420520,0.46052,0.57467,-0.30040,-0.20008
3,4,16971.4,589.2,0.012716434,0.24667,-0.34597,0.07283,-0.34882
4,5,22929.8,436.1,0.002158357,0.03099,0.15892,0.05431,-0.05275
5,6,26904.6,371.7,0.000688939,0.00843,0.03827,-0.06220,-0.05565
6,7,28196.6,354.7,0.000665802,0.00777,-0.08460,0.00240,0.02471
7,8,28584.7,349.8,0.030859607,0.35541,-0.54840,-0.20574,0.11106
8,9,29085.3,343.8,0.020016781,0.22657,0.42856,0.18848,-0.08592
9,10,29466.1,339.4,0.429561164,4.79931,-1.90303,-1.01037,0.39614
10,11,30402.7,328.9,0.007452646,0.08070,-0.13895,-0.24682,0.02170
11,12,30558.5,327.2,0.020543279,0.22132,-0.39613,-0.25376,0.00163
12,13,31502.2,317.4,0.000977067,0.01021,-0.07975,-0.04047,0.04704
13,14,35040.7,285.4,0.001307511,0.01228,0.06957,-0.08485,-0.01561
14,15,35614.8,280.8,0.011622449,0.10743,0.29732,-0.04229,-0.13132
15,16,36536.2,273.7,0.001108034,0.00998,-0.06895,0.01918,0.06972
16,17,36749.9,272.1,0.001514588,0.01357,-0.11365,0.01826,-0.01783
17,18,37124.4,269.4,0.027475499,0.24365,0.47734,0.10483,-0.06929
18,19,37480.7,266.8,0.021519365,0.18902,0.42139,0.07636,-0.07495
19,20,38319.9,261.0,0.002830553,0.02432,-0.09989,-0.11813,-0.01959
