,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,20751.3,481.9,0.001197094,0.01899,0.06669,0.11078,-0.04767
1,2,24141.5,414.2,0.001405610,0.01917,0.05977,0.07370,0.10082
2,3,25276.5,395.6,0.008492396,0.11061,-0.03441,0.32230,-0.07448
3,4,25948.5,385.4,0.011851258,0.15036,-0.20953,0.18619,0.26793
4,5,29396.8,340.2,0.001667221,0.01867,-0.08594,-0.03645,0.09979
5,6,31310.4,319.4,0.010413632,0.10949,-0.21619,0.07642,-0.23857
6,7,31694.6,315.5,0.001078745,0.01120,0.03126,-0.10033,-0.01273
7,8,35485.9,281.8,0.000797448,0.00740,-0.06437,0.05614,-0.01015
8,9,35861.1,278.9,0.008007464,0.07351,-0.21380,0.12272,0.11286
9,10,36291.8,275.5,0.001055986,0.00958,-0.09275,-0.00212,-0.03117
10,11,37947.4,263.5,0.007384223,0.06406,0.08180,0.23930,-0.01042
11,12,38416.1,260.3,0.001998257,0.01712,-0.10623,0.06003,0.04729
12,13,39770.9,251.4,0.013453949,0.11137,-0.11960,0.29778,0.09162
13,14,40441.5,247.3,0.004598220,0.03743,0.16155,0.00602,-0.10629
14,15,40796.9,245.1,0.026935179,0.21735,-0.32771,0.26814,0.19508
15,16,43344.3,230.7,0.005064969,0.03847,0.06622,-0.11304,0.14597
16,17,43942.1,227.6,0.005206362,0.03901,-0.18576,0.03940,0.05427
17,18,44712.2,223.7,0.000833907,0.00614,0.02280,-0.00195,0.07494
18,19,44999.3,222.2,0.002360245,0.01727,-0.06044,0.04904,0.10587
19,20,46248.4,216.2,0.003171868,0.02258,0.04682,0.14246,0.00954
