,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,2381.3,4199.4,0.000409188,0.05657,0.16369,-0.10560,-0.13647
1,2,4097.2,2440.7,0.004266475,0.34281,-0.40210,0.25161,0.34325
2,3,6369.0,1570.1,0.000044749,0.00231,0.02367,0.04178,-0.00272
3,4,13720.5,728.8,0.069405282,1.66532,0.82899,-0.53993,-0.82859
4,5,20164.6,495.9,0.004932219,0.08052,0.15441,0.07446,0.22614
5,6,22873.8,437.2,0.001058218,0.01523,0.04630,0.03594,0.10860
6,7,24756.6,403.9,0.008745924,0.11630,-0.14244,0.18344,0.24973
7,8,25003.6,399.9,0.001114976,0.01468,-0.10780,0.00205,-0.05528
8,9,26883.7,372.0,0.016702577,0.20454,-0.43264,-0.05711,-0.11874
9,10,27803.1,359.7,0.064650876,0.76552,-0.55619,0.32153,0.59396
10,11,29079.2,343.9,0.008289805,0.09385,-0.26931,0.02977,0.14296
11,12,29705.6,336.6,0.000796340,0.00883,-0.07384,0.02313,0.05327
12,13,30679.5,326.0,0.066860363,0.71746,-0.60359,0.45762,0.37911
13,14,32242.2,310.2,0.039361483,0.40190,-0.20163,0.16711,0.57734
14,15,32660.1,306.2,0.004872180,0.04911,-0.17392,0.05836,-0.12433
15,16,33812.1,295.8,0.004605496,0.04484,-0.03746,-0.02630,0.20675
16,17,34493.5,289.9,0.061054122,0.58271,-0.47272,0.25676,0.54159
17,18,35912.6,278.5,0.003199172,0.02933,0.08779,0.04855,-0.13879
18,19,36320.2,275.3,0.003626333,0.03287,0.16290,0.02637,-0.07508
19,20,37132.6,269.3,0.005132989,0.04551,-0.01022,-0.16508,-0.13473
