,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,34.5,289834.0,0.000002263,0.02160,0.04402,0.11731,0.07680
1,2,6670.9,1499.1,0.000083733,0.00413,0.00345,0.05988,0.02314
2,3,7903.9,1265.2,0.000000782,0.00003,0.00401,-0.00111,-0.00391
3,4,16607.4,602.1,0.000023641,0.00047,-0.01074,0.01847,-0.00347
4,5,18205.4,549.3,0.001734449,0.03136,0.00876,0.17589,-0.01868
5,6,19467.8,513.7,0.022449892,0.37964,-0.45139,-0.10089,0.40708
6,7,23220.7,430.7,0.036856973,0.52254,0.00421,0.69098,0.21230
7,8,25876.5,386.5,0.107960271,1.37352,-0.99095,-0.00379,-0.62572
8,9,26365.8,379.3,0.015438374,0.19277,-0.42267,-0.05946,-0.10287
9,10,27380.5,365.2,0.053512704,0.64341,0.33835,-0.72545,-0.05157
10,11,29167.1,342.9,0.000297573,0.00336,0.00923,-0.01054,0.05624
11,12,29419.4,339.9,0.039881687,0.44629,-0.53114,0.10160,-0.39225
12,13,32736.7,305.5,0.000754968,0.00759,-0.02550,0.00906,-0.08282
13,14,33868.3,295.3,0.002626835,0.02553,0.07736,-0.00998,-0.13946
14,15,34253.5,291.9,0.000145294,0.00140,-0.01447,0.00840,0.03341
15,16,35659.6,280.4,0.000439469,0.00406,-0.05534,-0.01577,0.02732
16,17,36927.6,270.8,0.000025817,0.00023,-0.00526,-0.00211,0.01407
17,18,37534.7,266.4,0.000828679,0.00727,-0.07320,-0.01408,-0.04137
18,19,38385.2,260.5,0.000318328,0.00273,0.03460,-0.03791,-0.00978
19,20,38562.0,259.3,0.001830967,0.01563,-0.05572,0.11138,0.01099
