,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,10132.5,986.9,0.006218807,0.20205,-0.03582,-0.34444,-0.28659
1,2,10362.7,965.0,0.000069867,0.00222,0.03302,0.03321,-0.00512
2,3,14704.7,680.1,0.001562287,0.03498,-0.02552,0.18513,-0.00725
3,4,15501.7,645.1,0.009654682,0.20504,0.01357,0.31589,0.32414
4,5,17019.0,587.6,0.008041340,0.15555,0.06161,0.37435,0.10777
5,6,23080.7,433.3,0.008245495,0.11761,0.25320,0.22747,-0.04191
6,7,26298.3,380.3,0.003618780,0.04530,-0.20317,-0.04041,0.04888
7,8,27574.4,362.7,0.028565019,0.34104,-0.38937,-0.41960,0.11561
8,9,28532.3,350.5,0.095390769,1.10064,-0.90071,-0.48184,0.23914
9,10,28746.0,347.9,0.007378931,0.08451,0.24964,-0.14883,-0.00622
10,11,30237.8,330.7,0.371446241,4.04410,-1.62984,-1.10023,0.42095
11,12,30778.4,324.9,0.014397628,0.15400,0.31916,0.20805,-0.09409
12,13,31112.2,321.4,0.009138838,0.09670,0.25107,0.16152,-0.08703
13,14,32723.3,305.6,0.000676212,0.00680,0.04718,-0.04080,0.05396
14,15,35309.3,283.2,0.005804042,0.05411,0.01893,0.20075,-0.11599
15,16,35438.8,282.2,0.000014495,0.00013,-0.00912,-0.00610,-0.00379
16,17,35525.5,281.5,0.009358814,0.08673,0.14532,0.25301,-0.03991
17,18,35539.2,281.4,0.000434522,0.00403,-0.02758,-0.05554,0.01340
18,19,36005.0,277.7,0.000045104,0.00041,-0.01317,-0.01140,-0.01044
19,20,37552.9,266.3,0.003759470,0.03296,-0.03205,-0.17656,-0.02750
