,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6411.2,1559.8,0.005084990,0.26111,0.17135,0.03261,0.48030
1,2,9790.3,1021.4,0.029054041,0.97698,-0.11839,0.12333,0.97352
2,3,12214.7,818.7,0.002004099,0.05401,-0.04621,0.02273,-0.22663
3,4,13668.3,731.6,0.103325125,2.48867,0.36264,-0.04196,-1.53473
4,5,16250.8,615.4,0.013120947,0.26581,-0.19472,-0.27519,0.39008
5,6,18395.4,543.6,0.010337056,0.18500,-0.05279,0.14378,0.40192
6,7,20732.8,482.3,0.005200629,0.08258,-0.26363,-0.09164,0.06841
7,8,21527.0,464.5,0.000790647,0.01209,-0.07792,0.02705,-0.07272
8,9,23927.1,417.9,0.001003575,0.01381,-0.00008,-0.11675,0.01337
9,10,25307.5,395.1,0.003407644,0.04433,-0.08254,0.05476,0.18579
10,11,28368.9,352.5,0.020373402,0.23643,-0.12306,-0.42719,0.19695
11,12,30425.2,328.7,0.031277643,0.33844,-0.57823,-0.06084,0.01961
12,13,32333.6,309.3,0.000435730,0.00444,-0.02257,0.06160,-0.01149
13,14,33252.1,300.7,0.002517613,0.02493,-0.14588,-0.03226,-0.05103
14,15,33653.4,297.1,0.034316567,0.33570,-0.57561,0.06613,0.00040
15,16,35327.8,283.1,0.028029447,0.26120,-0.48776,-0.12904,0.08149
16,17,35956.3,278.1,0.004336233,0.03970,-0.17961,-0.08310,0.02318
17,18,36903.6,271.0,0.050254330,0.44831,-0.61764,0.02739,0.25706
18,19,36987.1,270.4,0.007146217,0.06361,-0.22411,0.04748,-0.10549
19,20,37312.6,268.0,0.004540422,0.04006,0.11517,0.02208,0.16220
