,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6933.4,1442.3,0.002695316,0.12798,0.19346,-0.29503,0.05925
1,2,11953.7,836.6,0.000079361,0.00219,0.03375,0.03221,-0.00307
2,3,22619.2,442.1,0.000057521,0.00084,0.00131,0.00382,0.02865
3,4,23771.2,420.7,0.010564091,0.14630,0.38050,0.03138,0.02323
4,5,24135.0,414.3,0.003724909,0.05081,0.02440,-0.03229,-0.22175
5,6,28560.2,350.1,0.003416877,0.03939,-0.02606,0.02659,0.19494
6,7,29724.4,336.4,0.000026051,0.00029,0.00830,-0.00008,-0.01482
7,8,31334.3,319.1,0.015998452,0.16809,0.38194,-0.13935,0.05280
8,9,32075.5,311.8,0.575000408,5.90160,2.32303,0.70531,0.08746
9,10,32463.2,308.0,0.001160999,0.01177,0.08652,0.03542,0.05507
10,11,34018.6,294.0,0.000420225,0.00407,-0.01747,-0.01404,-0.05970
11,12,35978.4,277.9,0.000005780,0.00005,-0.00587,-0.00412,0.00117
12,13,37572.0,266.2,0.000399971,0.00350,0.00846,0.00820,0.05802
13,14,38647.5,258.7,0.007068070,0.06021,0.23478,0.07130,0.00187
14,15,40514.8,246.8,0.000292364,0.00238,0.00426,-0.00659,-0.04810
15,16,40898.9,244.5,0.000040165,0.00032,-0.00092,0.00099,0.01793
16,17,41500.2,241.0,0.030676232,0.24335,0.47345,0.13735,0.01824
17,18,42115.2,237.4,0.029887586,0.23363,0.46881,0.11438,0.02767
18,19,43042.4,232.3,0.000008381,0.00006,0.00570,0.00114,-0.00551
19,20,43860.0,228.0,0.001942370,0.01458,0.08935,0.08119,0.00218
