,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,7421.0,1347.5,0.000000998,0.00004,-0.00131,-0.00038,-0.00651
1,2,12973.9,770.8,0.001965969,0.04989,-0.00500,-0.00407,-0.22326
2,3,18909.1,528.8,0.000001175,0.00002,0.00181,-0.00209,0.00358
3,4,20199.1,495.1,0.029743156,0.48476,-0.49219,0.49244,-0.00355
4,5,22250.5,449.4,0.000724260,0.01072,0.01904,0.10165,-0.00454
5,6,24981.7,400.3,0.001638311,0.02159,-0.14670,-0.00816,0.00112
6,7,26065.9,383.6,0.004358210,0.05504,0.13942,0.18859,-0.00634
7,8,26918.4,371.5,0.000003604,0.00004,0.00270,-0.00045,-0.00605
8,9,29149.9,343.1,0.000026375,0.00030,0.01595,0.00658,-0.00060
9,10,30167.1,331.5,0.000238384,0.00260,-0.00400,0.00906,0.05003
10,11,31118.0,321.4,0.004078897,0.04315,-0.01069,-0.20740,0.00496
11,12,31717.5,315.3,0.019258122,0.19989,-0.36415,0.25939,-0.00046
12,13,31821.0,314.3,0.000016504,0.00017,-0.00525,0.00577,-0.01049
13,14,31882.9,313.6,0.018851288,0.19465,-0.27435,0.34551,-0.00311
14,15,32677.9,306.0,0.000284680,0.00287,0.03528,0.04026,-0.00139
15,16,33827.1,295.6,0.000469405,0.00457,0.00127,0.00040,-0.06758
16,17,34618.4,288.9,0.018373136,0.17472,0.37582,-0.18299,-0.00045
17,18,35059.9,285.2,0.001228535,0.01154,-0.03764,0.10059,0.00090
18,19,36499.4,274.0,0.457579589,4.12721,1.40304,-1.46921,0.00934
19,20,36912.9,270.9,0.006794809,0.06060,0.19191,-0.15417,0.00156
