,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,5282.8,1892.9,0.000004742,0.00030,-0.00136,-0.00799,-0.01516
1,2,7893.1,1266.9,0.000342469,0.01428,0.05280,0.08758,0.06186
2,3,15196.0,658.1,0.000442667,0.00959,-0.09437,0.01779,0.01918
3,4,21622.1,462.5,0.000091571,0.00139,0.03052,-0.00450,-0.02103
4,5,27302.3,366.3,0.154873988,1.86748,-0.71916,-0.64216,0.96846
5,6,28034.8,356.7,0.000437562,0.00514,-0.03390,-0.01657,0.06095
6,7,30643.3,326.3,0.004646933,0.04992,0.17529,-0.13438,0.03375
7,8,32972.2,303.3,0.003882945,0.03877,-0.07764,-0.13390,-0.12170
8,9,33439.0,299.1,0.001158509,0.01141,-0.06292,-0.03661,-0.07814
9,10,36557.5,273.5,0.000488113,0.00440,0.01804,0.03836,0.05098
10,11,37564.9,266.2,0.003121990,0.02736,-0.05814,-0.08349,0.13042
11,12,38497.9,259.8,0.001751128,0.01497,-0.06299,-0.10337,0.01795
12,13,40288.4,248.2,0.004702962,0.03843,-0.14571,-0.08028,0.10370
13,14,40619.9,246.2,0.035831194,0.29040,0.41620,-0.33074,0.08825
14,15,40912.7,244.4,0.006099514,0.04908,-0.08867,-0.10916,0.17118
15,16,41081.7,243.4,0.003000043,0.02404,0.00432,0.03350,0.15133
16,17,42718.5,234.1,0.015385105,0.11857,0.10361,0.19119,-0.26698
17,18,42803.4,233.6,0.019991066,0.15376,-0.14601,-0.27826,0.23454
18,19,43458.7,230.1,0.097186059,0.73621,0.43537,0.39455,-0.62530
19,20,43800.1,228.3,0.001292931,0.00972,0.05352,0.05939,-0.05768
