,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3759.8,2659.7,0.002736456,0.23961,0.19606,-0.41894,-0.16019
1,2,8712.7,1147.8,0.014313096,0.54083,-0.38348,0.61991,0.09739
2,3,9976.2,1002.4,0.009150154,0.30195,-0.23313,0.44152,0.22948
3,4,12609.8,793.0,0.004173337,0.10896,0.01241,0.21028,0.25413
4,5,15391.5,649.7,0.003163469,0.06766,-0.01719,-0.04006,-0.25645
5,6,17150.3,583.1,0.012238346,0.23492,-0.12912,0.40745,0.22854
6,7,18312.6,546.1,0.022717087,0.40839,-0.00144,-0.55658,-0.31402
7,8,24596.7,406.6,0.001837318,0.02459,0.01896,-0.12630,-0.09100
8,9,26772.0,373.5,0.021691742,0.26674,0.08737,0.46622,-0.20432
9,10,29311.1,341.2,0.004163264,0.04676,-0.20538,-0.05050,-0.04503
10,11,29554.0,338.4,0.097712189,1.08845,-0.19503,0.91453,0.46265
11,12,31626.6,316.2,0.064511308,0.67152,-0.08020,-0.78175,-0.23226
12,13,34087.6,293.4,0.000119508,0.00115,0.02820,0.00076,0.01894
13,14,34781.8,287.5,0.005823061,0.05512,0.07591,0.20607,0.08299
14,15,35706.4,280.1,0.003713876,0.03424,0.11855,0.12061,0.07509
15,16,35821.4,279.2,0.035983458,0.33070,-0.12706,0.52128,0.20694
16,17,37101.2,269.5,0.009454836,0.08390,-0.06560,-0.28182,0.01301
17,18,37295.9,268.1,0.017403355,0.15362,0.06982,-0.32444,-0.20853
18,19,37511.5,266.6,0.002766977,0.02428,-0.04447,-0.10873,-0.10239
19,20,38449.8,260.1,0.000083340,0.00071,-0.02497,-0.00592,0.00741
