,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3500.8,2856.5,0.001865665,0.17545,-0.29516,0.21825,-0.20173
1,2,8125.3,1230.7,0.010707088,0.43382,0.27180,-0.48587,0.35195
2,3,9746.8,1026.0,0.010320222,0.34858,-0.40323,0.26939,-0.33677
3,4,12373.4,808.2,0.004016385,0.10686,0.28867,-0.00285,0.15338
4,5,15873.2,630.0,0.003409117,0.07071,0.22177,0.10204,0.10541
5,6,17002.3,588.2,0.005168381,0.10007,0.23068,-0.12522,0.17657
6,7,18088.3,552.8,0.026099356,0.47502,-0.62810,0.19203,-0.20887
7,8,20585.6,485.8,0.000421148,0.00674,0.06247,-0.05210,-0.01085
8,9,22677.6,441.0,0.000942290,0.01368,0.07936,0.07305,-0.04523
9,10,23299.8,429.2,0.001896337,0.02679,-0.08582,-0.05264,0.12906
10,11,24777.1,403.6,0.002261461,0.03005,-0.15048,0.03922,-0.07659
11,12,26858.6,372.3,0.019486828,0.23885,-0.19934,0.42134,0.14695
12,13,27843.6,359.1,0.000004421,0.00005,0.00685,0.00227,-0.00050
13,14,29375.6,340.4,0.092328791,1.03473,-0.87094,0.36814,-0.37506
14,15,30200.2,331.1,0.003428726,0.03738,0.15266,-0.10459,0.05596
15,16,30368.9,329.3,0.000666611,0.00723,-0.06736,0.04635,-0.02326
16,17,31759.6,314.9,0.045136966,0.46788,0.61442,-0.29354,0.06477
17,18,32079.2,311.7,0.001393798,0.01430,0.11723,-0.00482,-0.02320
18,19,32154.0,311.0,0.001340414,0.01372,0.08801,-0.07216,0.02777
19,20,35027.1,285.5,0.005832194,0.05482,0.22348,-0.06977,0.00153
