,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,13740.2,727.8,0.000117899,0.00282,0.04465,0.00118,-0.02881
1,2,21640.4,462.1,0.010647702,0.16198,0.39385,0.07660,0.03160
2,3,23501.1,425.5,0.023323631,0.32673,-0.50634,0.09738,0.24670
3,4,23997.4,416.7,0.001438378,0.01973,0.13621,-0.00373,-0.03413
4,5,29676.7,337.0,0.045808755,0.50817,-0.08768,0.64431,-0.29215
5,6,30142.6,331.8,0.001479723,0.01616,-0.05781,0.10773,-0.03483
6,7,31856.2,313.9,0.000625834,0.00647,-0.06268,-0.04633,0.01980
7,8,32613.7,306.6,0.000928594,0.00937,-0.08835,0.03178,-0.02361
8,9,35123.3,284.7,0.005140212,0.04818,-0.05031,-0.13974,-0.16162
9,10,36955.7,270.6,0.003379480,0.03011,-0.09871,0.02015,0.14126
10,11,38135.8,262.2,0.004418718,0.03815,-0.19255,0.00975,0.03120
11,12,38760.3,258.0,0.000120178,0.00102,-0.01671,-0.02590,0.00841
12,13,39455.7,253.4,0.005610756,0.04682,-0.12556,-0.06332,0.16444
13,14,40238.8,248.5,0.021232155,0.17371,-0.05523,-0.41258,0.02091
14,15,41278.8,242.3,0.003963981,0.03161,0.10372,0.01256,0.14387
15,16,42673.1,234.3,0.022547027,0.17394,-0.28281,0.03762,-0.30422
16,17,44178.9,226.4,0.001001195,0.00746,0.06585,-0.01211,0.05457
17,18,44923.9,222.6,0.002776091,0.02034,-0.01204,0.13789,0.03444
18,19,45272.4,220.9,0.004210421,0.03062,0.01700,0.06420,0.16189
19,20,45790.1,218.4,0.003620388,0.02603,-0.06080,-0.07399,0.12984
