,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,14896.9,671.3,0.000000503,0.00001,0.00159,0.00287,0.00057
1,2,19985.0,500.4,0.000143495,0.00236,-0.04845,-0.00273,-0.00301
2,3,21591.1,463.2,0.000276762,0.00422,0.06143,-0.00810,-0.01950
3,4,25500.8,392.1,0.000036436,0.00047,-0.00204,-0.00582,0.02079
4,5,25576.4,391.0,0.000002044,0.00003,-0.00060,-0.00203,-0.00467
5,6,30647.8,326.3,0.000253089,0.00272,-0.04303,0.02246,0.01903
6,7,32752.2,305.3,0.005139077,0.05166,-0.03199,0.19479,0.11265
7,8,33558.3,298.0,0.000261588,0.00257,-0.01259,-0.04764,-0.01175
8,9,35284.7,283.4,0.000375232,0.00350,0.04621,-0.03121,-0.01978
9,10,35633.9,280.6,0.109243822,1.00927,-0.15925,0.99099,0.04313
10,11,36325.5,275.3,0.000477185,0.00432,0.02481,0.05972,0.01194
11,12,36535.2,273.7,0.007760822,0.06993,0.13392,-0.04878,-0.22275
12,13,39646.0,252.2,0.018727432,0.15551,0.31248,-0.04150,0.23694
13,14,40919.3,244.4,0.011043632,0.08885,0.01988,0.05264,-0.29272
14,15,41284.0,242.2,0.041990387,0.33485,0.15590,0.02749,0.55658
15,16,41472.9,241.1,0.017775971,0.14111,-0.09613,0.08377,-0.35334
16,17,43505.2,229.9,0.000605363,0.00458,0.04480,0.03514,0.03660
17,18,44388.1,225.3,0.000145085,0.00108,-0.01272,-0.02573,-0.01588
18,19,45606.2,219.3,0.000398374,0.00288,0.03946,0.01010,-0.03488
19,20,46909.2,213.2,0.001695634,0.01190,0.08141,-0.07234,-0.00623
