,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8636.6,1157.9,0.024039300,0.91633,0.23701,-0.44862,0.81173
1,2,9655.8,1035.6,0.000344693,0.01175,-0.06036,0.05545,-0.07095
2,3,11990.5,834.0,0.102921207,2.82581,0.26199,-0.69405,1.50846
3,4,17222.4,580.6,0.001385973,0.02649,0.00718,0.10305,-0.12579
4,5,17611.2,567.8,0.001743233,0.03259,0.04469,0.17461,-0.01005
5,6,21360.8,468.1,0.021258713,0.32764,-0.18706,-0.54093,0.00671
6,7,22095.7,452.6,0.008236490,0.12272,-0.07695,-0.08007,0.33224
7,8,22999.9,434.8,0.011018449,0.15771,0.15469,-0.28342,-0.23121
8,9,26024.5,384.3,0.017589258,0.22251,0.03162,-0.25871,0.39316
9,10,27847.2,359.1,0.002476743,0.02928,0.02345,0.16364,0.04420
10,11,28434.4,351.7,0.042296235,0.48970,-0.14732,0.49330,0.47398
11,12,30625.2,326.5,0.002717655,0.02921,0.12855,0.07033,-0.08799
12,13,31919.1,313.3,0.001800901,0.01857,0.06474,-0.09401,-0.07447
13,14,32883.3,304.1,0.002581449,0.02584,-0.00910,0.15909,-0.02128
14,15,33132.1,301.8,0.006424285,0.06383,-0.03504,-0.16797,0.18545
15,16,34963.9,286.0,0.002450210,0.02307,-0.00703,0.10183,0.11248
16,17,35558.3,281.2,0.008665315,0.08023,0.27215,0.06704,-0.04079
17,18,36258.6,275.8,0.003856400,0.03501,0.08755,-0.14748,0.07482
18,19,36546.5,273.6,0.001182189,0.01065,-0.03012,-0.02554,0.09534
19,20,37769.1,264.8,0.006289657,0.05482,-0.00012,0.08829,0.21686
