,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,18907.4,528.9,0.000561874,0.00978,-0.04453,-0.05892,-0.06580
1,2,26365.5,379.3,0.017343711,0.21656,0.11776,-0.43762,-0.10577
2,3,26740.2,374.0,0.013324014,0.16404,0.15560,-0.37310,-0.02498
3,4,28342.8,352.8,0.048352482,0.56163,0.22876,0.69130,0.17721
4,5,30752.5,325.2,0.008835094,0.09458,0.13398,-0.27621,0.01839
5,6,31814.9,314.3,0.000973557,0.01007,0.06862,0.03486,0.06443
6,7,32641.2,306.4,0.009274506,0.09354,-0.15204,-0.04523,-0.26150
7,8,32817.9,304.7,0.003266203,0.03276,0.00988,-0.14210,0.11168
8,9,33854.6,295.4,0.066364278,0.64535,0.23343,0.75575,0.14033
9,10,35412.3,282.4,0.006799402,0.06321,0.01178,-0.24704,0.04522
10,11,38676.0,258.6,0.001147595,0.00977,0.06669,-0.07008,0.02023
11,12,40458.8,247.2,0.001103595,0.00898,0.03200,-0.08278,0.03321
12,13,40638.0,246.1,0.000626801,0.00508,-0.06109,0.03442,-0.01268
13,14,41048.2,243.6,0.005069925,0.04066,-0.09712,-0.15943,-0.07622
14,15,41175.7,242.9,0.000065562,0.00052,-0.01456,0.00862,0.01543
15,16,41562.9,240.6,0.000163046,0.00129,-0.01582,-0.02309,-0.02254
16,17,42196.5,237.0,0.000576361,0.00450,-0.05519,0.03421,-0.01673
17,18,42977.2,232.7,0.002354214,0.01803,-0.02732,0.13136,0.00555
18,19,43454.6,230.1,0.000010401,0.00008,-0.00055,-0.00844,0.00270
19,20,43722.8,228.7,0.001930932,0.01454,-0.03213,-0.10922,0.03972
