,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,5082.3,1967.6,0.000286319,0.01855,-0.11454,-0.04871,-0.05527
1,2,8995.9,1111.6,0.000015693,0.00057,0.02230,0.00835,-0.00272
2,3,14295.9,699.5,0.002728817,0.06284,0.12397,-0.08362,0.20119
3,4,14633.8,683.4,0.007722659,0.17373,-0.38848,-0.04298,-0.14480
4,5,17721.6,564.3,0.001949161,0.03621,-0.16203,0.09086,0.04123
5,6,20753.9,481.8,0.000025058,0.00040,-0.01903,0.00592,-0.00069
6,7,23609.2,423.6,0.020130734,0.28071,-0.20082,0.33095,-0.36173
7,8,26599.9,375.9,0.017516873,0.21680,0.45967,-0.04088,0.06184
8,9,30815.2,324.5,0.253898775,2.71251,-1.35220,-0.91280,-0.22552
9,10,33304.7,300.3,0.000307256,0.00304,0.04415,-0.00353,-0.03279
10,11,36016.5,277.7,0.001209328,0.01105,0.07480,0.07162,-0.01815
11,12,36662.5,272.8,0.000055494,0.00050,0.01558,0.01480,0.00606
12,13,37487.6,266.8,0.000595464,0.00523,-0.00763,0.04002,0.05974
13,14,37585.4,266.1,0.001493143,0.01308,-0.10364,-0.00846,0.04761
14,15,39630.5,252.3,0.074612020,0.61981,-0.69895,-0.32674,-0.15656
15,16,39939.3,250.4,0.029350913,0.24193,-0.37812,-0.27116,-0.15948
16,17,41256.5,242.4,0.019770294,0.15776,-0.29824,-0.26157,0.01983
17,18,42801.3,233.6,0.002189979,0.01684,-0.09027,-0.07480,-0.05568
18,19,42834.0,233.5,0.014568223,0.11197,-0.21465,-0.18405,-0.17894
19,20,43561.4,229.6,0.000769753,0.00582,0.00633,-0.03394,-0.06801
