,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4124.1,2424.7,0.001143659,0.09129,0.26159,-0.12195,0.08940
1,2,9427.4,1060.7,0.000317101,0.01107,-0.03614,0.09105,-0.03842
2,3,10473.5,954.8,0.001215244,0.03820,-0.17146,-0.09095,-0.02296
3,4,11798.8,847.5,0.004414111,0.12316,0.04966,-0.28471,0.19910
4,5,12899.7,775.2,0.001965114,0.05015,-0.02003,0.21649,-0.05369
5,6,15757.6,634.6,0.045627113,0.95325,0.27897,0.92851,-0.11527
6,7,17645.7,566.7,0.000130392,0.00243,-0.04205,-0.00563,0.02516
7,8,19547.5,511.6,0.000406752,0.00685,-0.00931,-0.07507,-0.03359
8,9,20437.2,489.3,0.004736606,0.07630,0.22051,0.12789,-0.10640
9,10,21739.6,460.0,0.054947992,0.83210,-0.88334,-0.15770,0.16415
10,11,22796.2,438.7,0.023082185,0.33334,-0.51560,-0.21099,0.15159
11,12,24284.3,411.8,0.000902561,0.01224,-0.03390,-0.09687,0.04125
12,13,26302.5,380.2,0.008567077,0.10723,0.08122,-0.31635,0.02354
13,14,27002.5,370.3,0.087026514,1.06102,0.35469,-0.96687,0.01912
14,15,28570.3,350.0,0.003069894,0.03537,-0.09489,0.15999,-0.02778
15,16,29106.1,343.6,0.004559739,0.05157,-0.06399,0.18907,0.10831
16,17,29626.4,337.5,0.069133595,0.76822,-0.13035,0.86004,-0.10755
17,18,31533.6,317.1,0.003933298,0.04106,0.01455,-0.19862,0.03743
18,19,31871.8,313.8,0.000690933,0.00714,0.05364,-0.05579,0.03388
19,20,32632.9,306.4,0.000465387,0.00469,0.04817,0.04701,-0.01283
