,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8812.7,1134.7,0.028920299,1.08036,0.94680,-0.06647,0.42369
1,2,9107.3,1098.0,0.121123425,4.37840,-0.58609,2.00760,-0.06674
2,3,11330.4,882.6,0.093984118,2.73076,-1.40311,-0.32384,0.81066
3,4,12521.4,798.6,0.008812994,0.23171,0.47138,-0.09719,0.00810
4,5,15356.8,651.2,0.010128804,0.21714,-0.45522,-0.09951,0.00289
5,6,16257.6,615.1,0.032619497,0.66054,-0.68854,-0.41637,0.11440
6,7,17952.2,557.0,0.006558525,0.12027,-0.07464,-0.32248,0.10347
7,8,18106.5,552.3,0.016236199,0.29521,0.13252,-0.30338,0.43082
8,9,19268.8,519.0,0.004718212,0.08061,0.28352,-0.01065,-0.01061
9,10,19893.8,502.7,0.033659549,0.55701,0.55708,0.05976,0.49306
10,11,21385.8,467.6,0.016351798,0.25172,-0.02495,-0.26043,-0.42810
11,12,22178.2,450.9,0.046868417,0.69571,-0.56989,-0.08354,-0.60328
12,13,24468.9,408.7,0.009825831,0.13220,-0.35754,-0.00966,0.06535
13,14,25648.7,389.9,0.033851484,0.43450,-0.05336,-0.25711,-0.60460
14,15,26392.9,378.9,0.014024431,0.17493,-0.20980,-0.05679,-0.35734
15,16,26934.1,371.3,0.013329153,0.16292,0.07960,-0.06760,0.38989
16,17,27071.6,369.4,0.007165922,0.08714,0.05512,-0.28994,-0.00617
17,18,27368.3,365.4,0.005495531,0.06611,-0.22077,0.07092,0.11107
18,19,28199.8,354.6,0.005187053,0.06056,-0.03901,-0.06675,0.23362
19,20,29098.6,343.7,0.002398173,0.02713,-0.08753,-0.12685,0.05813
