,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4064.2,2460.5,0.001844781,0.14943,-0.33415,-0.18383,0.06313
1,2,10067.2,993.3,0.000856542,0.02801,-0.14403,-0.07653,-0.03754
2,3,11008.2,908.4,0.002755537,0.08241,0.27850,-0.02337,0.06557
3,4,11527.4,867.5,0.011815771,0.33745,-0.57487,0.00641,0.08327
4,5,12591.8,794.2,0.005290968,0.13833,-0.23231,0.29018,0.01276
5,6,13306.2,751.5,0.003348313,0.08284,0.04105,0.25614,0.12469
6,7,16231.7,616.1,0.040179060,0.81491,0.38309,-0.65535,-0.48854
7,8,18211.1,549.1,0.002122627,0.03837,0.12136,0.11623,0.10067
8,9,19664.4,508.5,0.000909786,0.01523,0.07390,-0.04765,-0.08660
9,10,22108.5,452.3,0.079184562,1.17911,1.07584,-0.05677,-0.13586
10,11,24493.6,408.3,0.000521785,0.00701,0.01637,-0.07539,-0.03257
11,12,25373.6,394.1,0.003990854,0.05178,-0.10638,-0.19706,-0.04040
12,13,26630.8,375.5,0.052010675,0.64296,-0.26412,-0.62461,-0.42786
13,14,27158.5,368.2,0.005012954,0.06077,0.00426,-0.23485,-0.07478
14,15,28717.7,348.2,0.052725658,0.60443,-0.07623,-0.63913,-0.43604
15,16,28999.7,344.8,0.001517380,0.01723,0.00922,-0.01090,-0.13047
16,17,29672.9,337.0,0.003348369,0.03715,-0.09390,-0.08892,-0.14292
17,18,30602.3,326.8,0.013484277,0.14506,-0.09093,-0.35201,-0.11348
18,19,30806.4,324.6,0.007552728,0.08071,-0.05688,0.26010,0.09911
19,20,33768.3,296.1,0.001263803,0.01232,-0.00978,-0.10289,0.04048
