,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,7074.9,1413.5,0.013523854,0.62930,-0.00538,-0.72804,-0.31501
1,2,8548.8,1169.8,0.000034624,0.00133,0.01967,-0.03044,0.00445
2,3,8943.6,1118.1,0.004341775,0.15982,0.25262,-0.28447,-0.12280
3,4,15028.3,665.4,0.008884598,0.19463,0.01716,0.40014,-0.18498
4,5,15520.6,644.3,0.031840399,0.67538,0.02163,-0.78412,-0.24509
5,6,17774.0,562.6,0.001217662,0.02255,0.07232,-0.09498,-0.09113
6,7,19709.1,507.4,0.012931319,0.21600,0.28450,-0.32479,-0.17196
7,8,26769.4,373.6,0.103603544,1.27412,-1.10094,0.24793,-0.02414
8,9,27287.1,366.5,0.006810395,0.08217,0.15682,-0.19038,0.14604
9,10,28368.7,352.5,0.045858167,0.53217,-0.18109,0.45504,-0.54066
10,11,28673.2,348.8,0.008839891,0.10150,-0.14334,0.05975,-0.27817
11,12,31821.3,314.3,0.001018263,0.01053,-0.07350,0.05020,-0.05111
12,13,32011.5,312.4,0.000278478,0.00286,-0.02331,0.04733,0.00895
13,14,32562.1,307.1,0.002492066,0.02520,0.08743,0.07960,0.10591
14,15,33529.8,298.2,0.018203880,0.17873,0.24587,-0.32919,0.09959
15,16,33693.3,296.8,0.001805002,0.01764,0.03805,-0.11161,-0.06108
16,17,35118.4,284.8,0.001723096,0.01615,0.12187,-0.03040,0.01939
17,18,35519.1,281.5,0.001075459,0.00997,0.05779,-0.08072,0.01058
18,19,35993.6,277.8,0.000194417,0.00178,0.04131,-0.00666,0.00522
19,20,36369.4,275.0,0.000029319,0.00027,-0.00823,-0.01366,-0.00330
