,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,10919.7,915.8,0.000120775,0.00364,0.03404,0.01928,-0.04594
1,2,19842.4,504.0,0.035077503,0.58198,-0.06325,-0.48615,0.58450
2,3,20552.8,486.6,0.000408258,0.00654,0.00802,0.06672,-0.04498
3,4,23865.8,419.0,0.007803582,0.10764,-0.01268,-0.25397,0.20732
4,5,26078.1,383.5,0.007226413,0.09123,-0.25884,0.14526,0.05594
5,6,28690.7,348.5,0.009954752,0.11423,-0.01156,-0.20820,0.26598
6,7,29739.1,336.3,0.006486048,0.07180,0.01712,-0.00672,-0.26732
7,8,29775.5,335.8,0.028695225,0.31727,0.09181,0.05151,-0.55334
8,9,33073.5,302.4,0.000071136,0.00071,0.01420,-0.00073,0.02249
9,10,33131.0,301.8,0.000003361,0.00003,0.00564,0.00115,0.00054
10,11,33983.6,294.3,0.001474283,0.01428,0.00242,0.02713,-0.11636
11,12,34426.0,290.5,0.000757518,0.00724,-0.07197,-0.00241,0.04537
12,13,34978.1,285.9,0.001098119,0.01034,-0.02529,-0.01236,0.09769
13,14,35399.1,282.5,0.000072687,0.00068,0.01293,-0.01877,-0.01252
14,15,36059.0,277.3,0.018015975,0.16448,-0.10214,0.25465,-0.29867
15,16,36210.4,276.2,0.000042875,0.00039,-0.01258,0.00038,-0.01521
16,17,36510.4,273.9,0.001780947,0.01606,-0.03440,0.12175,0.00718
17,18,37366.8,267.6,0.023533583,0.20734,0.19123,-0.07080,-0.40713
18,19,38072.8,262.7,0.004695561,0.04060,-0.02093,-0.16680,0.11109
19,20,38733.4,258.2,0.003803404,0.03233,0.03312,-0.14729,0.09765
