,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3083.1,3243.5,0.001639239,0.17504,-0.18911,0.13189,-0.34911
1,2,7998.9,1250.2,0.013409066,0.55188,-0.25595,0.34764,-0.60458
2,3,9376.4,1066.5,0.010273286,0.36070,0.32957,-0.16159,0.47537
3,4,12286.2,813.9,0.002135835,0.05723,-0.14766,0.15640,0.10471
4,5,14666.7,681.8,0.002858207,0.06416,0.06797,0.24049,0.04123
5,6,17583.4,568.7,0.005081803,0.09515,0.21110,-0.02418,0.22360
6,7,18047.5,554.1,0.003865862,0.07052,0.22448,-0.05564,0.13051
7,8,23036.1,434.1,0.024821845,0.35473,-0.58584,-0.10728,-0.00430
8,9,23592.4,423.9,0.000935940,0.01306,0.08616,0.00412,-0.07496
9,10,24704.1,404.8,0.000700446,0.00933,0.05740,-0.00643,0.07745
10,11,26260.3,380.8,0.018296051,0.22937,-0.09248,0.43741,0.17173
11,12,28861.8,346.5,0.032781915,0.37393,-0.42011,0.11238,-0.42989
12,13,29431.8,339.8,0.023448825,0.26229,0.47171,-0.00300,0.19943
13,14,30058.3,332.7,0.030307629,0.33194,-0.32765,0.09047,-0.46519
14,15,31318.0,319.3,0.044113198,0.46371,0.58231,-0.16484,0.31218
15,16,34436.8,290.4,0.000871012,0.00833,-0.04638,0.01311,-0.07748
16,17,35369.1,282.7,0.055021768,0.51214,-0.57686,0.13127,-0.40266
17,18,35869.7,278.8,0.005155478,0.04732,0.09698,-0.09725,0.16868
18,19,36500.9,274.0,0.027154683,0.24492,-0.34675,-0.00773,-0.35302
19,20,37579.6,266.1,0.022937937,0.20095,0.38582,-0.17719,0.14386
