,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,39.5,253124.0,0.000009186,0.07655,-0.15574,0.22651,-0.03140
1,2,4556.4,2194.7,0.000612097,0.04423,0.10057,-0.18314,0.02389
2,3,4809.4,2079.2,0.000046145,0.00316,0.05482,0.01208,0.00267
3,4,24587.4,406.7,0.000038400,0.00051,0.00814,0.00737,0.01984
4,5,25651.1,389.8,0.000186767,0.00240,0.00607,-0.00656,-0.04814
5,6,27692.8,361.1,0.000090988,0.00108,-0.03257,-0.00255,0.00381
6,7,27905.1,358.4,0.000048922,0.00058,-0.01673,0.01724,-0.00036
7,8,31646.8,316.0,0.084057382,0.87442,0.58051,-0.72475,0.11030
8,9,32471.6,308.0,0.000032561,0.00033,0.01762,-0.00043,-0.00440
9,10,33039.8,302.7,0.000474499,0.00473,-0.00687,0.00897,0.06783
10,11,33530.2,298.2,0.006692815,0.06571,0.20459,-0.15183,0.02839
11,12,34006.8,294.1,0.003072059,0.02974,0.01173,-0.00786,-0.17187
12,13,34997.3,285.7,0.000023638,0.00022,0.01320,-0.00544,0.00430
13,14,36099.5,277.0,0.004451638,0.04060,-0.01407,0.01921,0.20008
14,15,38418.2,260.3,0.071292893,0.61092,0.59985,0.50110,0.00083
15,16,39878.6,250.8,0.000010659,0.00009,-0.00732,0.00570,-0.00135
16,17,40123.8,249.2,0.004129359,0.03388,-0.04471,-0.05411,-0.17016
17,18,40653.7,246.0,0.015652718,0.12675,-0.30309,-0.18239,0.04031
18,19,41506.0,240.9,0.001900267,0.01507,-0.02119,0.01291,0.12024
19,20,42114.8,237.4,0.001756727,0.01373,0.02422,0.02247,0.11243
