,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3107.9,3217.6,0.000098823,0.01047,0.10071,-0.01099,0.01433
1,2,5829.8,1715.3,0.000023171,0.00131,-0.01959,0.01827,-0.02431
2,3,9223.0,1084.2,0.000577927,0.02063,-0.05091,-0.02191,-0.13250
3,4,25916.7,385.9,0.000813480,0.01033,0.07018,-0.06179,-0.03988
4,5,27581.4,362.6,0.000003009,0.00004,0.00474,-0.00231,-0.00285
5,6,28967.4,345.2,0.017197791,0.19545,-0.12872,-0.27634,-0.32019
6,7,31553.1,316.9,0.001654263,0.01726,-0.09686,-0.08132,0.03558
7,8,32896.0,304.0,0.005720258,0.05725,0.20545,0.04151,-0.11539
8,9,34716.7,288.0,0.002420001,0.02295,-0.07296,0.04309,-0.12557
9,10,34865.8,286.8,0.002565868,0.02423,0.06078,-0.00583,0.14317
10,11,35604.8,280.9,0.008967411,0.08292,0.28126,0.05723,0.02309
11,12,36645.0,272.9,0.001842001,0.01655,-0.02304,0.00494,-0.12646
12,13,37870.6,264.1,0.002242685,0.01950,0.11873,0.07339,0.00356
13,14,38097.6,262.5,0.004113529,0.03555,-0.12940,-0.02293,0.13519
14,15,38488.2,259.8,0.007630071,0.06526,0.15833,0.00960,-0.20026
15,16,40093.8,249.4,0.000540577,0.00444,-0.00206,0.02056,0.06334
16,17,41031.1,243.7,0.004882264,0.03917,0.02393,0.16612,0.10489
17,18,41303.9,242.1,0.004725785,0.03767,0.01440,0.17380,0.08517
18,19,41505.5,240.9,0.000827072,0.00656,-0.06192,0.01931,0.04851
19,20,43075.6,232.2,0.009418120,0.07198,0.12127,-0.03972,0.23600
