,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9403.7,1063.4,0.000746221,0.02612,-0.02450,0.05325,-0.15063
1,2,17327.8,577.1,0.007945031,0.15095,-0.31289,0.21355,0.08627
2,3,19464.1,513.8,0.001379728,0.02334,-0.13905,0.03282,-0.05408
3,4,23459.4,426.3,0.001571995,0.02206,0.07349,0.12669,0.02468
4,5,24136.0,414.3,0.004557969,0.06217,-0.01915,0.13687,-0.20754
5,6,26594.7,376.0,0.008972714,0.11107,-0.25738,-0.21128,0.01378
6,7,26709.8,374.4,0.002556368,0.03151,-0.07407,0.14076,-0.07880
7,8,28279.5,353.6,0.003054159,0.03555,-0.11729,0.13182,-0.06651
8,9,28977.3,345.1,0.009459965,0.10747,0.20620,-0.13685,0.21501
9,10,29394.7,340.2,0.054214527,0.60719,-0.30057,0.36537,-0.61915
10,11,33907.4,294.9,0.003029280,0.02941,0.04562,-0.08179,-0.14367
11,12,34263.4,291.9,0.005885038,0.05654,0.16842,-0.07136,0.15195
12,13,35738.8,279.8,0.001340515,0.01235,0.02432,0.09849,-0.04536
13,14,36091.4,277.1,0.014866614,0.13561,0.08953,0.30917,-0.17890
14,15,37047.4,269.9,0.000327519,0.00291,0.01157,0.02884,0.04410
15,16,37509.2,266.6,0.037378746,0.32807,-0.34580,0.14662,-0.43243
16,17,39162.7,255.3,0.004366211,0.03670,0.00530,-0.18675,0.04242
17,18,39766.9,251.5,0.005189536,0.04296,-0.16291,-0.09152,-0.08969
18,19,39805.4,251.2,0.027431013,0.22687,0.44235,0.17479,0.02535
19,20,40351.1,247.8,0.002356070,0.01922,0.09490,-0.03003,0.09651
