,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,18909.1,528.8,0.002033534,0.03540,-0.12072,0.14416,0.00687
1,2,23479.5,425.9,0.005186774,0.07272,0.00437,-0.26391,-0.05529
2,3,24794.2,403.3,0.011221543,0.14900,0.21741,0.29932,0.11019
3,4,25925.0,385.7,0.010555546,0.13404,-0.06289,0.35476,0.06507
4,5,29922.8,334.2,0.011736249,0.12912,0.09214,-0.16570,-0.30525
5,6,30558.7,327.2,0.000065819,0.00071,0.02619,-0.00478,0.00065
6,7,31188.4,320.6,0.002035344,0.02148,-0.14606,0.01212,-0.00153
7,8,32173.6,310.8,0.001603645,0.01641,-0.12336,0.01037,0.03293
8,9,33513.8,298.4,0.004900807,0.04814,-0.20827,0.05511,-0.04159
9,10,34412.1,290.6,0.008774217,0.08394,-0.03669,0.28739,-0.00001
10,11,35597.3,280.9,0.005966781,0.05518,0.00375,-0.23268,-0.03204
11,12,37048.7,269.9,0.005498592,0.04886,-0.04591,0.20957,-0.05322
12,13,38056.5,262.8,0.000504988,0.00437,0.00650,-0.06275,0.01972
13,14,38748.6,258.1,0.000010514,0.00009,0.00034,0.00924,0.00195
14,15,39446.9,253.5,0.000686244,0.00573,-0.06320,0.00849,-0.04075
15,16,39672.8,252.1,0.017555592,0.14568,-0.07766,-0.37201,0.03543
16,17,40618.9,246.2,0.000670627,0.00544,0.02088,0.03184,-0.06313
17,18,41247.1,242.4,0.003021990,0.02412,0.15141,0.03406,0.00592
18,19,43680.6,228.9,0.000069908,0.00053,-0.01306,0.00502,0.01819
19,20,44218.2,226.2,0.004132369,0.03077,-0.04098,0.04176,0.16536
