,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,11628.8,859.9,0.018733871,0.53036,0.62397,0.37185,-0.05235
1,2,14805.7,675.4,0.002978065,0.06622,-0.04166,0.02669,-0.25253
2,3,15510.4,644.7,0.000122718,0.00260,-0.04928,0.00528,-0.01217
3,4,17503.4,571.3,0.001675639,0.03152,-0.11022,-0.13896,-0.00769
4,5,18588.4,538.0,0.000045480,0.00081,-0.00243,-0.01335,0.02493
5,6,21240.6,470.8,0.003002059,0.04653,0.20159,0.02380,-0.07296
6,7,22059.6,453.3,0.000774152,0.01155,0.10018,0.03132,-0.02314
7,8,22984.2,435.1,0.001390547,0.01992,0.11713,0.07692,0.01678
8,9,23623.9,423.3,0.001327774,0.01850,-0.02819,0.01523,0.13220
9,10,24322.6,411.1,0.001169659,0.01583,-0.08649,0.08984,-0.01671
10,11,26086.8,383.3,0.001568197,0.01979,-0.00902,-0.02524,-0.13810
11,12,26876.8,372.1,0.002052554,0.02514,0.12481,-0.07201,-0.06618
12,13,28132.6,355.5,0.003589690,0.04201,-0.00114,0.02000,0.20398
13,14,28949.8,345.4,0.001988417,0.02261,-0.00734,0.14679,-0.03180
14,15,30287.5,330.2,0.000574282,0.00624,-0.01644,-0.02594,-0.07280
15,16,30792.8,324.8,0.001368057,0.01463,-0.06285,0.03173,0.09833
16,17,31325.5,319.2,0.000840695,0.00884,-0.05577,0.06332,-0.04143
17,18,31771.9,314.7,0.002169868,0.02248,0.08203,-0.05736,0.11164
18,19,32390.6,308.7,0.006170279,0.06271,-0.03439,-0.21648,-0.12111
19,20,33318.9,300.1,0.006833152,0.06752,0.04112,0.25415,-0.03509
