,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,23508.8,425.4,0.003451851,0.04834,-0.01319,-0.21441,-0.04682
1,2,23638.5,423.0,0.000411429,0.00573,0.00073,-0.06822,-0.03280
2,3,28123.2,355.6,0.006527058,0.07641,0.03163,-0.17478,-0.21180
3,4,28495.5,350.9,0.001411435,0.01631,-0.04024,0.03484,-0.11607
4,5,32639.7,306.4,0.002221681,0.02241,-0.03134,-0.03384,0.14241
5,6,32873.5,304.2,0.004996455,0.05004,0.07972,0.19234,0.08177
6,7,33816.9,295.7,0.005506503,0.05361,0.21837,-0.06630,0.03904
7,8,35522.5,281.5,0.010140396,0.09398,0.00479,-0.30529,0.02740
8,9,35674.2,280.3,0.002600084,0.02399,-0.01261,-0.15430,0.00526
9,10,37609.6,265.9,0.005558271,0.04865,0.14383,-0.16281,-0.03821
10,11,37739.5,265.0,0.008606917,0.07508,0.18008,0.18171,0.09814
11,12,38537.8,259.5,0.002256605,0.01928,0.09603,-0.09855,-0.01854
12,13,39563.0,252.8,0.000113638,0.00095,0.02556,0.00340,0.01676
13,14,40752.3,245.4,0.000655583,0.00530,-0.05886,0.01824,-0.03872
14,15,41640.6,240.2,0.008730135,0.06902,0.09875,0.23824,0.05010
15,16,41982.9,238.2,0.015235310,0.11947,-0.16774,-0.29747,-0.05333
16,17,43249.3,231.2,0.000865123,0.00659,0.03434,-0.06906,0.02522
17,18,43543.0,229.7,0.008497356,0.06425,-0.10503,-0.23043,-0.01082
18,19,43658.4,229.1,0.000047006,0.00035,0.00292,0.01860,0.00020
19,20,44901.9,222.7,0.000087912,0.00064,0.00246,0.02527,0.00036
