,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6512.7,1535.5,0.000240751,0.01217,0.08993,-0.02688,0.05796
1,2,12522.7,798.6,0.001109626,0.02917,0.15577,-0.06392,0.02868
2,3,19257.5,519.3,0.002448716,0.04186,0.02262,0.20170,0.02583
3,4,24923.7,401.2,0.010231655,0.13515,0.35554,-0.07354,0.05774
4,5,25842.5,387.0,0.004434166,0.05649,0.00634,-0.23306,-0.04615
5,6,28345.6,352.8,0.000167661,0.00195,-0.03999,0.01440,0.01187
6,7,28759.8,347.7,0.000702475,0.00804,0.06650,-0.05118,-0.03161
7,8,28809.0,347.1,0.003212437,0.03671,-0.13187,0.12780,0.05464
8,9,29071.5,344.0,0.004049103,0.04585,-0.17933,0.11680,0.00719
9,10,30341.4,329.6,0.001912645,0.02075,0.08797,-0.02163,-0.11201
10,11,32309.5,309.5,0.004109498,0.04187,-0.17427,0.05672,0.09102
11,12,33121.1,301.9,0.014563689,0.14476,0.34519,-0.11192,-0.11435
12,13,33996.3,294.1,0.000345821,0.00335,-0.03116,0.04432,0.02033
13,14,34714.9,288.1,0.001772081,0.01681,-0.08297,-0.09742,0.02073
14,15,35576.7,281.1,0.002021926,0.01871,0.02215,-0.13109,-0.03215
15,16,35798.3,279.3,0.370219593,3.40465,-1.73612,0.45105,0.43253
16,17,36246.5,275.9,0.001319798,0.01199,-0.10201,-0.02607,0.03002
17,18,36944.3,270.7,0.037545624,0.33457,0.57016,-0.09729,-0.00500
18,19,37221.3,268.7,0.042128712,0.37262,-0.60942,0.03462,-0.00546
19,20,38166.7,262.0,0.019703360,0.16995,-0.39097,0.11783,0.05666
