,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,18114.1,552.1,0.001215713,0.02209,-0.11794,0.07266,-0.05389
1,2,25289.1,395.4,0.000976808,0.01272,-0.06606,-0.08611,0.03062
2,3,27133.9,368.5,0.017805457,0.21603,-0.42527,0.02159,-0.18631
3,4,27874.1,358.8,0.000908999,0.01074,-0.08807,0.05452,0.00252
4,5,32413.8,308.5,0.006925442,0.07034,0.26101,-0.04570,0.01109
5,6,35410.2,282.4,0.019331173,0.17972,0.20780,0.32229,0.18074
6,7,36107.3,277.0,0.000034075,0.00031,-0.01736,0.00120,0.00280
7,8,38578.4,259.2,0.000665421,0.00568,0.05435,-0.05167,0.00743
8,9,40561.9,246.5,0.014011725,0.11372,0.23785,0.18391,0.15273
9,10,40675.0,245.9,0.000725846,0.00587,0.07438,0.01779,-0.00504
10,11,44743.5,223.5,0.005194846,0.03822,-0.13349,-0.11132,-0.08950
11,12,45981.9,217.5,0.004269348,0.03057,-0.06808,0.01870,0.15994
12,13,46245.2,216.2,0.006243939,0.04445,-0.00849,0.20334,0.05504
13,14,46575.6,214.7,0.017433260,0.12322,-0.19617,-0.24460,-0.15784
14,15,48329.0,206.9,0.005472003,0.03727,0.05403,0.06136,-0.17490
15,16,49934.0,200.3,0.000097441,0.00064,0.02499,-0.00373,0.00199
16,17,50500.2,198.0,0.001761349,0.01148,-0.07817,0.05933,0.04302
17,18,51660.9,193.6,0.006141072,0.03913,-0.02896,-0.19106,-0.04232
18,19,52167.9,191.7,0.000384344,0.00243,0.02178,0.02701,-0.03496
19,20,52222.9,191.5,0.002085325,0.01315,-0.00227,-0.11267,-0.02113
