,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4791.2,2087.2,0.000586460,0.04030,0.04743,-0.19172,0.03591
1,2,9130.2,1095.3,0.004093863,0.14761,-0.01911,0.23424,-0.30394
2,3,10097.0,990.4,0.000100466,0.00328,0.04902,-0.00032,0.02955
3,4,13131.6,761.5,0.025994044,0.65168,-0.20763,0.77598,0.08009
4,5,15721.4,636.1,0.007171453,0.15017,0.11820,-0.02607,-0.36813
5,6,23195.7,431.1,0.010101234,0.14336,0.31757,0.09929,0.18070
6,7,27295.3,366.4,0.004284369,0.05167,-0.20633,0.00422,-0.09530
7,8,29708.4,336.6,0.466753385,5.17230,-2.04790,-0.03166,-0.98864
8,9,30931.9,323.3,0.009983920,0.10626,-0.30017,-0.03058,-0.12337
9,10,32140.2,311.1,0.000834134,0.00854,0.05721,-0.00783,0.07218
10,11,32692.9,305.9,0.001174012,0.01182,0.09227,0.05662,0.01011
11,12,32790.1,305.0,0.000670688,0.00673,0.06312,-0.04526,0.02647
12,13,33661.6,297.1,0.002349119,0.02297,0.02259,0.14126,-0.05010
13,14,34142.1,292.9,0.003687364,0.03556,-0.11416,-0.01529,-0.14930
14,15,34846.7,287.0,0.001062977,0.01004,0.01045,0.09580,0.02749
15,16,35551.3,281.3,0.004758859,0.04407,-0.06705,0.16848,-0.10576
16,17,37540.2,266.4,0.015537053,0.13625,0.30427,0.02261,0.20775
17,18,37826.6,264.4,0.003150104,0.02742,0.15344,-0.02704,0.05606
18,19,38090.0,262.5,0.009753798,0.08430,-0.21044,-0.04380,-0.19519
19,20,38453.6,260.1,0.001782623,0.01526,-0.10015,-0.06762,-0.02567
