,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,14025.8,713.0,0.000062512,0.00147,0.02942,-0.01082,0.02202
1,2,20251.7,493.8,0.000069566,0.00113,-0.00453,0.02310,-0.02402
2,3,23914.2,418.2,0.002078704,0.02862,0.13304,-0.07198,0.07573
3,4,25309.3,395.1,0.000758945,0.00987,0.02504,0.08809,0.03854
4,5,28359.6,352.6,0.011393533,0.13226,-0.08632,-0.33152,0.12208
5,6,30191.1,331.2,0.000242546,0.00264,-0.04329,-0.02721,0.00556
6,7,30771.0,325.0,0.063750848,0.68205,-0.29483,-0.58093,0.50760
7,8,31971.9,312.8,0.000017495,0.00018,-0.00274,-0.01309,-0.00113
8,9,33367.7,299.7,0.001506499,0.01486,-0.11062,-0.01011,-0.05025
9,10,34796.1,287.4,0.000132250,0.00125,0.00188,-0.01930,0.02958
10,11,36710.2,272.4,0.017188158,0.15414,0.13902,0.05133,-0.36356
11,12,36828.6,271.5,0.006985725,0.06245,-0.16702,0.11910,0.14270
12,13,37333.7,267.9,0.026186836,0.23092,-0.01849,0.45703,0.14730
13,14,37991.5,263.2,0.003024315,0.02621,-0.03037,0.13951,0.07629
14,15,40242.9,248.5,0.000175197,0.00143,-0.00642,0.01699,0.03321
15,16,40988.8,244.0,0.001455208,0.01169,-0.08158,-0.05246,0.04777
16,17,42463.3,235.5,0.025158743,0.19505,-0.16578,-0.21423,0.34882
17,18,43162.4,231.7,0.000265432,0.00202,-0.03355,-0.02828,0.00994
18,19,43450.0,230.1,0.010638500,0.08061,-0.00946,0.21165,-0.18900
19,20,43562.8,229.6,0.010616297,0.08023,-0.05933,-0.23856,0.14070
