,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8595.3,1163.4,0.001085046,0.04156,0.19536,-0.05805,-0.00489
1,2,11381.3,878.6,0.006365932,0.18414,0.41667,-0.05912,0.08383
2,3,12426.4,804.7,0.005132217,0.13597,0.27643,-0.08931,-0.22711
3,4,16251.6,615.3,0.011707799,0.23717,-0.07095,-0.22409,-0.42652
4,5,16311.9,613.0,0.013058286,0.26355,-0.35117,0.09347,-0.36261
5,6,18144.7,551.1,0.017248340,0.31295,-0.17654,0.06929,0.52629
6,7,19179.6,521.4,0.000230762,0.00396,-0.02581,-0.00929,-0.05664
7,8,19275.3,518.8,0.001230028,0.02101,-0.13996,0.02684,0.02646
8,9,26182.5,381.9,0.008308008,0.10446,0.26719,-0.16627,-0.07365
9,10,26827.0,372.8,0.307556519,3.77423,0.45155,0.20971,1.87786
10,11,27259.3,366.8,0.158494951,1.91415,0.55080,0.19000,1.25486
11,12,28373.2,352.4,0.081187824,0.94202,0.12537,0.05966,0.96059
12,13,28912.5,345.9,0.000266319,0.00303,0.00350,0.00831,0.05432
13,14,29744.7,336.2,0.001935641,0.02142,0.00803,0.07455,-0.12570
14,15,30810.5,324.6,0.000726375,0.00776,0.00024,-0.08752,0.01010
15,16,31211.2,320.4,0.002410102,0.02542,0.00573,0.01179,-0.15890
16,17,31623.4,316.2,0.004890414,0.05091,-0.08150,0.03975,-0.20661
17,18,32130.3,311.2,0.001080822,0.01107,0.05490,0.08303,0.03415
18,19,32577.0,307.0,0.001188247,0.01201,0.01047,0.01526,-0.10801
19,20,32733.0,305.5,0.001654160,0.01664,-0.03524,-0.01624,-0.12301
