,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,7991.0,1251.4,0.000003840,0.00016,0.00376,-0.01099,-0.00482
1,2,17730.9,564.0,0.018320918,0.34017,0.57030,-0.12168,0.01095
2,3,18593.7,537.8,0.002025984,0.03587,-0.12218,-0.02767,0.14205
3,4,23699.1,422.0,0.000452900,0.00629,-0.07492,0.00688,0.02513
4,5,25090.9,398.6,0.020485299,0.26878,-0.34132,0.16946,-0.35152
5,6,27290.8,366.4,0.067381752,0.81283,0.86878,-0.24093,0.00098
6,7,29104.1,343.6,0.288144205,3.25936,1.76898,-0.35609,0.05708
7,8,31176.2,320.8,0.029329741,0.30971,0.55028,-0.04480,0.06998
8,9,31634.7,316.1,0.000798055,0.00831,-0.06653,-0.05675,-0.02566
9,10,34012.8,294.0,0.332583509,3.21909,1.75668,-0.35095,0.10004
10,11,34736.0,287.9,0.031196021,0.29566,-0.53111,0.11517,0.01797
11,12,35123.0,284.7,0.000299517,0.00281,-0.00245,-0.05150,-0.01222
12,13,36010.3,277.7,0.011775926,0.10766,0.31396,0.09467,0.01110
13,14,37443.1,267.1,0.000168973,0.00149,-0.02258,0.03055,-0.00652
14,15,37589.4,266.0,0.001703720,0.01492,-0.11854,0.02377,0.01742
15,16,38551.6,259.4,0.000088363,0.00075,0.02048,-0.01491,0.01061
16,17,39334.9,254.2,0.000124853,0.00104,0.00491,0.01771,-0.02660
17,18,39495.8,253.2,0.002923227,0.02437,0.10596,0.11356,0.01556
18,19,40336.3,247.9,0.003600365,0.02939,0.14529,-0.07472,-0.05190
19,20,40695.4,245.7,0.002110237,0.01707,-0.09239,-0.09133,-0.01390
