,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,-130.7,-76507.3,-0.000008305,0.02092,-0.07290,0.02230,-0.12290
1,2,5691.0,1757.2,0.000377518,0.02184,0.06739,0.00157,0.13151
2,3,16179.8,618.1,0.000040915,0.00083,-0.01496,0.01455,0.01993
3,4,22099.0,452.5,0.000785849,0.01171,-0.09257,0.04170,-0.03740
4,5,22689.8,440.7,0.001657307,0.02405,-0.09465,0.10320,-0.06660
5,6,23217.1,430.7,0.001797642,0.02549,-0.09700,0.12287,0.03138
6,7,23301.9,429.1,0.178850684,2.52683,-1.03525,1.20248,-0.09551
7,8,26596.0,376.0,0.003263455,0.04040,-0.10367,0.05341,0.16369
8,9,28316.6,353.1,0.003829122,0.04452,0.05853,0.17412,0.10380
9,10,28650.4,349.0,0.010667475,0.12258,-0.24266,-0.16975,0.18675
10,11,28750.5,347.8,0.002311378,0.02647,0.13677,-0.08446,-0.02508
11,12,29051.0,344.2,0.001805867,0.02046,0.12419,-0.06134,0.03578
12,13,32402.3,308.6,0.020224960,0.20549,0.25184,-0.25349,-0.27894
13,14,33001.8,303.0,0.012461595,0.12431,0.24821,-0.05275,0.24479
14,15,33536.8,298.2,0.014130506,0.13871,0.18516,0.01386,0.32286
15,16,34312.8,291.4,0.024570691,0.23574,-0.01677,0.32078,0.36409
16,17,35453.8,282.1,0.009398633,0.08727,-0.00732,-0.20750,-0.21015
17,18,36041.7,277.5,0.030351881,0.27724,0.02297,-0.21854,-0.47849
18,19,36248.5,275.9,0.003700059,0.03360,0.06996,0.15897,-0.05865
19,20,36841.1,271.4,0.003983755,0.03560,-0.05409,0.00031,-0.18076
