,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,19886.0,502.9,0.000376954,0.00624,-0.06931,0.03471,-0.01523
1,2,21720.6,460.4,0.000552605,0.00838,0.02859,-0.07206,0.04865
2,3,24435.7,409.2,0.005125780,0.06906,-0.05016,0.24442,-0.08247
3,4,26143.2,382.5,0.009989508,0.12579,0.26486,0.21963,-0.08605
4,5,27789.8,359.8,0.004381670,0.05191,0.09290,-0.01059,-0.20776
5,6,30078.0,332.5,0.005433162,0.05947,0.15236,-0.17357,0.07828
6,7,31228.1,320.2,0.001449298,0.01528,-0.11824,-0.01282,-0.03367
7,8,34460.3,290.2,0.002682560,0.02563,-0.08266,-0.10048,0.09326
8,9,34776.0,287.6,0.002106683,0.01994,-0.12761,-0.04070,-0.04475
9,10,35332.9,283.0,0.006705424,0.06248,-0.08591,-0.23409,0.01722
10,11,36015.9,277.7,0.011659602,0.10658,0.15612,0.27634,-0.07641
11,12,36744.9,272.1,0.001735371,0.01555,0.06991,0.06432,-0.08077
12,13,37149.0,269.2,0.010000878,0.08863,0.00094,-0.25093,0.16019
13,14,38070.2,262.7,0.012084985,0.10450,0.00657,-0.29171,0.13917
14,15,38440.0,260.1,0.007075513,0.06060,0.06073,0.23809,-0.01483
15,16,41181.0,242.8,0.001457602,0.01165,-0.08592,-0.01479,0.06365
16,17,42407.9,235.8,0.000727498,0.00565,-0.00181,-0.05157,0.05464
17,18,43049.0,232.3,0.003614144,0.02764,0.05095,0.14370,-0.06627
18,19,44400.2,225.2,0.001874654,0.01390,0.02370,-0.04921,0.10448
19,20,44852.9,223.0,0.001467853,0.01077,0.09120,0.03080,0.03884
