,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6199.4,1613.1,0.000195106,0.01036,-0.03471,0.09048,0.03113
1,2,10307.7,970.1,0.003996353,0.12764,-0.04152,0.35418,-0.02172
2,3,13917.2,718.5,0.047450026,1.12244,0.37414,-0.98157,-0.13777
3,4,20952.9,477.3,0.005247347,0.08245,-0.24907,0.04249,-0.13640
4,5,23341.5,428.4,0.005800723,0.08181,0.04897,-0.26290,0.10149
5,6,24304.4,411.4,0.004600725,0.06232,-0.23210,-0.02219,-0.08920
6,7,24899.6,401.6,0.026588948,0.35155,-0.27370,0.51633,-0.10019
7,8,26459.0,377.9,0.004806589,0.05981,-0.00305,-0.24403,-0.01561
8,9,27866.2,358.9,0.002695033,0.03184,0.10902,-0.13432,-0.04373
9,10,28424.4,351.8,0.001727710,0.02001,0.01025,-0.09769,0.10179
10,11,30003.6,333.3,0.003735454,0.04099,-0.09847,0.17464,-0.02811
11,12,30213.9,331.0,0.003870988,0.04218,-0.01264,-0.20278,0.03001
12,13,30445.9,328.5,0.009875131,0.10678,0.21550,0.18936,0.15646
13,14,31027.9,322.3,0.003366985,0.03572,-0.08412,0.16279,-0.04634
14,15,31301.5,319.5,0.000695538,0.00732,0.01723,-0.02605,0.07962
15,16,31916.8,313.3,0.005881837,0.06067,0.15881,0.18466,-0.03676
16,17,32035.6,312.2,0.001088990,0.01119,-0.01325,0.03105,0.10026
17,18,32585.9,306.9,0.003438995,0.03474,-0.11827,-0.08052,-0.11947
18,19,32929.8,303.7,0.001962601,0.01962,-0.06360,-0.05433,0.11236
19,20,33631.9,297.3,0.003072869,0.03008,-0.16287,-0.05708,-0.01712
