700.000000,0.000299
699.000000,0.000315
698.000000,0.000402
697.000000,0.000443
696.000000,0.000340
695.000000,-0.000012
694.000000,0.000287
693.000000,0.000378
692.000000,0.000016
691.000000,0.000292
690.000000,0.000173
689.000000,0.000399
688.000000,0.000284
687.000000,0.000374
686.000000,0.000218
685.000000,0.000506
684.000000,0.000449
683.000000,0.000284
682.000000,0.000272
681.000000,0.000400
680.000000,0.000074
679.000000,0.000198
678.000000,0.000429
677.000000,0.000400
676.000000,0.000227
675.000000,0.000215
674.000000,0.000479
673.000000,0.000310
672.000000,0.000562
671.000000,0.000405
670.000000,0.000781
669.000000,0.000583
668.000000,0.000331
667.000000,0.000501
666.000000,0.000493
665.000000,0.000331
664.000000,0.000588
663.000000,0.000812
662.000000,0.000754
661.000000,0.000783
660.000000,0.000729
659.000000,0.000729
658.000000,0.000518
657.000000,0.000609
656.000000,0.000767
655.000000,0.000775
654.000000,0.000933
653.000000,0.000664
652.000000,0.000792
651.000000,0.000651
650.000000,0.000664
649.000000,0.000955
648.000000,0.000917
647.000000,0.000963
646.000000,0.000552
645.000000,0.000743
644.000000,0.000677
643.000000,0.000798
642.000000,0.000781
641.000000,0.000960
640.000000,0.000923
639.000000,0.000819
638.000000,0.000869
637.000000,0.000669
636.000000,0.000715
635.000000,0.000561
634.000000,0.000499
633.000000,0.000836
632.000000,0.001015
631.000000,0.000620
630.000000,0.000973
629.000000,0.000786
628.000000,0.000616
627.000000,0.000587
626.000000,0.000753
625.000000,0.000766
624.000000,0.001015
623.000000,0.000749
622.000000,0.000874
621.000000,0.000857
620.000000,0.000878
619.000000,0.000732
618.000000,0.000816
617.000000,0.000837
616.000000,0.000949
615.000000,0.001078
614.000000,0.000870
613.000000,0.001036
612.000000,0.000845
611.000000,0.001098
610.000000,0.001194
609.000000,0.001003
608.000000,0.001020
607.000000,0.000778
606.000000,0.000857
605.000000,0.001115
604.000000,0.001227
603.000000,0.001152
602.000000,0.001402
601.000000,0.001144
600.000000,0.001181
599.000000,0.001227
598.000000,0.001015
597.000000,0.001182
596.000000,0.000940
595.000000,0.001456
594.000000,0.001198
593.000000,0.001219
592.000000,0.001286
591.000000,0.001212
590.000000,0.001158
589.000000,0.000951
588.000000,0.000951
587.000000,0.001144
586.000000,0.000923
585.000000,0.001397
584.000000,0.001176
583.000000,0.001148
582.000000,0.000613
581.000000,0.001147
580.000000,0.001266
579.000000,0.001309
578.000000,0.001522
577.000000,0.001004
576.000000,0.001195
575.000000,0.001192
574.000000,0.001188
573.000000,0.001553
572.000000,0.001258
571.000000,0.001496
570.000000,0.001272
569.000000,0.001353
568.000000,0.001175
567.000000,0.001234
566.000000,0.001107
565.000000,0.001446
564.000000,0.001595
563.000000,0.001455
562.000000,0.001429
561.000000,0.001463
560.000000,0.001383
559.000000,0.001387
558.000000,0.001607
557.000000,0.001717
556.000000,0.001611
555.000000,0.001835
554.000000,0.001365
553.000000,0.001140
552.000000,0.001373
551.000000,0.001322
550.000000,0.001212
549.000000,0.001546
548.000000,0.001381
547.000000,0.001594
546.000000,0.001415
545.000000,0.001610
544.000000,0.001614
543.000000,0.001584
542.000000,0.001724
541.000000,0.001402
540.000000,0.001770
539.000000,0.001761
538.000000,0.001397
537.000000,0.001549
536.000000,0.001731
535.000000,0.001520
534.000000,0.001677
533.000000,0.001956
532.000000,0.001714
531.000000,0.001744
530.000000,0.001727
529.000000,0.001663
528.000000,0.001811
527.000000,0.001913
526.000000,0.001675
525.000000,0.001921
524.000000,0.001773
523.000000,0.001528
522.000000,0.001726
521.000000,0.002078
520.000000,0.001709
519.000000,0.002355
518.000000,0.002072
517.000000,0.002004
516.000000,0.002236
515.000000,0.001818
514.000000,0.002316
513.000000,0.002253
512.000000,0.002058
511.000000,0.002143
510.000000,0.002449
509.000000,0.002061
508.000000,0.002128
507.000000,0.002132
506.000000,0.002259
505.000000,0.002453
504.000000,0.002575
503.000000,0.002524
502.000000,0.002562
501.000000,0.002514
500.000000,0.002703
499.000000,0.002277
498.000000,0.002707
497.000000,0.002576
496.000000,0.002499
495.000000,0.002778
494.000000,0.002917
493.000000,0.002744
492.000000,0.002963
491.000000,0.002693
490.000000,0.002755
489.000000,0.002893
488.000000,0.002994
487.000000,0.003048
486.000000,0.003049
485.000000,0.002725
484.000000,0.003170
483.000000,0.002893
482.000000,0.003115
481.000000,0.003148
480.000000,0.003472
479.000000,0.003342
478.000000,0.003536
477.000000,0.003393
476.000000,0.003516
475.000000,0.003569
474.000000,0.003598
473.000000,0.003801
472.000000,0.003427
471.000000,0.003613
470.000000,0.003609
469.000000,0.003990
468.000000,0.003719
467.000000,0.003763
466.000000,0.004157
465.000000,0.003576
464.000000,0.004086
463.000000,0.003639
462.000000,0.004386
461.000000,0.004095
460.000000,0.004296
459.000000,0.004214
458.000000,0.004203
457.000000,0.004139
456.000000,0.004595
455.000000,0.004210
454.000000,0.004416
453.000000,0.004487
452.000000,0.004625
451.000000,0.004765
450.000000,0.004725
449.000000,0.004995
448.000000,0.005121
447.000000,0.005382
446.000000,0.005463
445.000000,0.006004
444.000000,0.005868
443.000000,0.005573
442.000000,0.005942
441.000000,0.006312
440.000000,0.005766
439.000000,0.006157
438.000000,0.006368
437.000000,0.006192
436.000000,0.006381
435.000000,0.006559
434.000000,0.006180
433.000000,0.006602
432.000000,0.006680
431.000000,0.006843
430.000000,0.007376
429.000000,0.007106
428.000000,0.007226
427.000000,0.007577
426.000000,0.007455
425.000000,0.007827
424.000000,0.007595
423.000000,0.008258
422.000000,0.008527
421.000000,0.008034
420.000000,0.008294
419.000000,0.008885
418.000000,0.008943
417.000000,0.009004
416.000000,0.009251
415.000000,0.009331
414.000000,0.009643
413.000000,0.009793
412.000000,0.009860
411.000000,0.010191
410.000000,0.010523
409.000000,0.010539
408.000000,0.010911
407.000000,0.011020
406.000000,0.011277
405.000000,0.011499
404.000000,0.011933
403.000000,0.012237
402.000000,0.012606
401.000000,0.012730
400.000000,0.012827
399.000000,0.013471
398.000000,0.013638
397.000000,0.013884
396.000000,0.013697
395.000000,0.014032
394.000000,0.014534
393.000000,0.014784
392.000000,0.015321
391.000000,0.015499
390.000000,0.015793
