,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,-6644.3,-1505.0,-0.000005572,0.00028,0.01661,-0.00019,-0.00000
1,2,-733.6,-13631.0,-0.000000000,0.00000,-0.00014,-0.00001,0.00000
2,3,6386.2,1565.9,0.012700359,0.65471,0.00004,0.80914,0.00049
3,4,7108.7,1406.7,0.000004544,0.00021,-0.00002,-0.00513,0.01357
4,5,17029.6,587.2,0.000000173,0.00000,0.00178,0.00044,0.00001
5,6,17905.9,558.5,0.000000003,0.00000,0.00023,-0.00001,0.00000
6,7,21122.7,473.4,0.046130310,0.71897,0.84792,-0.00007,-0.00012
7,8,23245.4,430.2,0.205912667,2.91623,0.00009,1.70770,0.00069
8,9,26954.3,371.0,0.000000006,0.00000,-0.00001,-0.00026,-0.00008
9,10,27515.8,363.4,0.000409203,0.00490,0.00001,0.06994,-0.00199
10,11,27625.3,362.0,0.002506056,0.02986,0.00005,0.00089,0.17281
11,12,32215.5,310.4,0.000004727,0.00005,-0.00695,-0.00002,-0.00000
12,13,34685.8,288.3,0.000303191,0.00288,0.00018,0.00175,0.05362
13,14,34797.4,287.4,0.000000006,0.00000,0.00019,-0.00015,0.00003
14,15,35992.9,277.8,0.000274661,0.00251,0.00002,0.05010,-0.00163
15,16,36623.9,273.0,0.000001184,0.00001,-0.00000,0.00326,0.00002
16,17,36866.7,271.2,0.000000424,0.00000,0.00194,-0.00018,0.00002
17,18,37060.9,269.8,0.000198306,0.00176,0.04188,-0.00010,-0.00282
18,19,37062.4,269.8,0.000872162,0.00775,-0.00188,-0.00444,-0.08789
19,20,37305.9,268.1,0.001213727,0.01071,-0.00050,-0.00357,0.10343
