,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8125.2,1230.7,0.001232589,0.04994,0.06649,-0.01447,-0.21286
1,2,11319.3,883.4,0.007889234,0.22945,0.05370,-0.32922,-0.34378
2,3,12450.5,803.2,0.004600424,0.12164,-0.00891,-0.19393,0.28975
3,4,16010.4,624.6,0.010606014,0.21808,-0.00769,-0.46036,-0.07805
4,5,16269.1,614.7,0.002963534,0.05997,-0.00964,-0.22456,-0.09720
5,6,16749.4,597.0,0.002211648,0.04347,-0.10091,0.14139,0.11531
6,7,18383.1,544.0,0.033708329,0.60366,-0.02935,-0.66702,0.39735
7,8,23503.2,425.5,0.050788661,0.71140,-0.07801,-0.83927,-0.03062
8,9,25138.7,397.8,0.033058768,0.43293,-0.04880,-0.63267,0.17402
9,10,25714.6,388.9,0.004748136,0.06079,0.03494,-0.10622,-0.21974
10,11,26980.2,370.6,0.258696804,3.15661,0.17629,-1.76791,0.00595
11,12,27905.7,358.3,0.203345603,2.39893,-0.11609,1.54436,0.01983
12,13,30310.1,329.9,0.056772827,0.61664,0.16319,-0.76576,0.06011
13,14,31314.2,319.3,0.006338991,0.06664,0.09676,0.23929,0.00488
14,15,31648.8,316.0,0.000229093,0.00238,-0.01507,-0.04590,-0.00702
15,16,32373.8,308.9,0.004803013,0.04884,0.06663,0.21067,-0.00434
16,17,33234.9,300.9,0.001024246,0.01015,0.00717,-0.10047,-0.00033
17,18,35423.1,282.3,0.010091801,0.09379,-0.02383,0.30518,0.00920
18,19,35678.9,280.3,0.003019978,0.02787,-0.09164,0.13426,-0.03799
19,20,35990.6,277.9,0.019622191,0.17949,0.30430,-0.29243,0.03706
