,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3203.2,3121.8,0.000064251,0.00660,0.07564,-0.02062,-0.02137
1,2,9778.9,1022.6,0.016996676,0.57220,0.64963,-0.37691,0.09013
2,3,10924.0,915.4,0.029128050,0.87782,-0.10688,-0.83137,0.41860
3,4,12054.1,829.6,0.025497014,0.69636,0.83320,0.04590,-0.00491
4,5,15698.4,637.0,0.033554090,0.70367,-0.79528,0.26683,-0.00012
5,6,16246.3,615.5,0.028598285,0.57951,0.32029,0.65460,-0.22005
6,7,16982.6,588.8,0.018686119,0.36224,-0.07045,-0.32926,-0.49886
7,8,20166.1,495.9,0.012137541,0.19815,-0.24723,-0.14919,-0.33877
8,9,20928.3,477.8,0.006512470,0.10244,-0.13364,0.26774,-0.11359
9,10,22474.2,445.0,0.032290923,0.47301,0.64569,-0.23506,0.02905
10,11,23013.4,434.5,0.014575408,0.20850,0.20069,-0.17593,-0.37051
11,12,26960.8,370.9,0.017529127,0.21404,0.04904,-0.37157,-0.27125
12,13,27701.3,361.0,0.037698517,0.44802,-0.03974,-0.62663,0.23190
13,14,30086.6,332.4,0.025834683,0.28269,0.46514,-0.09424,-0.23969
14,15,30854.0,324.1,0.063039813,0.67264,-0.40597,-0.64024,-0.31291
15,16,31871.9,313.8,0.005921252,0.06116,-0.15043,0.17637,0.08618
16,17,32450.6,308.2,0.030603604,0.31047,-0.44306,0.17016,-0.29192
17,18,34078.7,293.4,0.035154170,0.33960,0.54712,-0.06203,-0.19083
18,19,34999.8,285.7,0.039942482,0.37570,-0.05296,-0.41425,-0.44866
19,20,36524.6,273.8,0.015300047,0.13791,0.05521,-0.31705,-0.18530
