,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,5912.1,1691.5,0.000114356,0.00637,-0.07024,-0.03760,0.00442
1,2,12839.6,778.8,0.001089307,0.02793,-0.15057,-0.07240,0.00401
2,3,20450.5,489.0,0.004526076,0.07286,-0.00649,0.00108,-0.26985
3,4,24435.4,409.2,0.009755030,0.13143,-0.35623,-0.05558,0.03795
4,5,25032.0,399.5,0.004103024,0.05396,-0.11534,-0.01264,-0.20124
5,6,27563.9,362.8,0.000010768,0.00013,0.00725,0.00215,0.00845
6,7,28307.0,353.3,0.000459317,0.00534,-0.06594,0.00770,0.03056
7,8,29843.1,335.1,0.000115959,0.00128,-0.01230,-0.02525,0.02214
8,9,32038.3,312.1,0.003698231,0.03800,0.18586,-0.01374,-0.05717
9,10,34697.2,288.2,0.001036073,0.00983,-0.09776,0.01542,-0.00590
10,11,34722.6,288.0,0.000070414,0.00067,-0.02005,-0.00998,-0.01288
11,12,36747.9,272.1,0.016635240,0.14903,-0.38188,0.02768,0.04927
12,13,36994.3,270.3,0.631345631,5.61833,-2.35937,0.22174,-0.05028
13,14,37489.9,266.7,0.002268863,0.01992,-0.05009,0.05001,0.12212
14,15,37758.7,264.8,0.093235269,0.81290,0.90093,-0.03467,-0.00455
15,16,41806.8,239.2,0.003648382,0.02873,-0.07888,-0.14945,0.01306
16,17,42259.8,236.6,0.001126215,0.00877,-0.00693,0.04346,0.08268
17,18,42922.5,233.0,0.011273999,0.08647,0.29200,-0.03471,0.00136
18,19,43302.7,230.9,0.000713171,0.00542,-0.01818,-0.02119,0.06814
19,20,45648.0,219.1,0.014837331,0.10701,-0.13162,0.29740,-0.03515
