,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8789.8,1137.7,0.000016435,0.00062,0.01216,-0.01110,0.01856
1,2,19007.5,526.1,0.000298883,0.00518,-0.04641,-0.01713,-0.05224
2,3,24024.9,416.2,0.005580074,0.07646,-0.20105,-0.13218,-0.13628
3,4,27041.0,369.8,0.027232610,0.33154,0.34459,-0.05416,-0.45812
4,5,27509.0,363.5,0.018432211,0.22059,-0.39225,-0.16607,0.19786
5,6,28902.1,346.0,0.009862821,0.11234,-0.26549,-0.10954,0.17280
6,7,29217.8,342.3,0.001623316,0.01829,-0.11010,-0.07197,-0.03145
7,8,30438.3,328.5,0.000124847,0.00135,-0.03620,0.00137,0.00615
8,9,31160.7,320.9,0.009365649,0.09895,0.25009,0.18132,-0.05936
9,10,33942.7,294.6,0.012654099,0.12273,-0.27410,0.04180,0.21414
10,11,35178.2,284.3,0.009361542,0.08761,0.24122,-0.16649,-0.04124
11,12,36450.4,274.3,0.016794789,0.15169,-0.37741,-0.04269,0.08617
12,13,36595.2,273.3,0.007872751,0.07082,-0.24004,0.10344,0.05007
13,14,37871.3,264.1,0.000991231,0.00862,0.07514,0.04375,0.03250
14,15,38347.9,260.8,0.002637369,0.02264,-0.00139,0.03261,0.14689
15,16,38409.2,260.4,0.003210695,0.02752,0.10140,-0.07741,-0.10605
16,17,39726.5,251.7,0.011665313,0.09667,0.22507,0.00732,-0.21438
17,18,40331.3,247.9,0.000144754,0.00118,-0.01489,-0.03064,-0.00459
18,19,41276.2,242.3,0.001942415,0.01549,-0.10239,-0.02124,0.06752
19,20,41907.3,238.6,0.001865687,0.01466,0.06306,-0.10326,-0.00414
