,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,760.5,13149.0,0.006228267,2.69610,-1.56207,-0.50601,-0.00350
1,2,5398.1,1852.5,0.007965450,0.48579,-0.60358,-0.34855,-0.00062
2,3,7504.6,1332.5,0.003221165,0.14131,-0.34844,-0.13473,-0.04173
3,4,11072.6,903.1,0.007128557,0.21195,-0.44944,-0.07849,0.06154
4,5,11644.4,858.8,0.012462300,0.35234,-0.54158,-0.15158,0.18986
5,6,13498.0,740.9,0.032565936,0.79427,0.79252,0.39519,0.10006
6,7,14179.8,705.2,0.058746413,1.36392,-1.05300,-0.50227,-0.05329
7,8,15678.2,637.8,0.078401058,1.64627,1.11776,0.62128,0.10434
8,9,16688.6,599.2,0.054801192,1.08105,0.12612,-0.99108,-0.28793
9,10,17359.7,576.0,0.026220904,0.49726,-0.21322,0.54988,0.38655
10,11,17861.8,559.9,0.039292206,0.72420,0.76177,-0.28431,-0.25115
11,12,19021.7,525.7,0.004672253,0.08086,0.19657,-0.19195,-0.07334
12,13,21309.4,469.3,0.036384441,0.56211,-0.33213,-0.12884,-0.65970
13,14,21728.3,460.2,0.015133758,0.22930,-0.45933,-0.06286,-0.11985
14,15,23905.0,418.3,0.001989029,0.02739,-0.06490,0.09824,0.11632
15,16,24142.5,414.2,0.003981139,0.05429,0.22016,0.07619,-0.00354
16,17,24641.8,405.8,0.009849320,0.13159,-0.05747,-0.28096,-0.22213
17,18,26624.1,375.6,0.061380178,0.75898,-0.51530,-0.70128,0.04056
18,19,27034.4,369.9,0.006809000,0.08292,0.25559,0.08308,-0.10338
19,20,27914.8,358.2,0.000448467,0.00529,-0.04651,0.02360,-0.05069
