,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9091.1,1100.0,0.155266839,5.62258,-0.68163,-2.27111,-0.00369
1,2,12013.6,832.4,0.043534252,1.19298,-0.00437,0.00345,-1.09222
2,3,12898.0,775.3,0.191055514,4.87655,2.12912,-0.58601,-0.00191
3,4,15118.5,661.4,0.137492620,2.99397,0.00119,0.00207,-1.73031
4,5,17611.3,567.8,0.020947933,0.39158,0.00145,0.00071,-0.62576
5,6,19487.4,513.2,0.009758050,0.16485,-0.00197,0.00122,-0.40601
6,7,19782.6,505.5,0.000279146,0.00465,0.00176,0.00338,-0.06805
7,8,19835.5,504.1,0.003462762,0.05747,-0.21256,-0.11086,-0.00024
8,9,19956.2,501.1,0.002911956,0.04804,-0.00114,-0.21917,0.00057
9,10,20291.5,492.8,0.000612660,0.00994,0.00094,-0.00099,-0.09969
10,11,21045.6,475.2,0.035171530,0.55018,0.65637,0.34548,0.00194
11,12,23010.2,434.6,0.096590000,1.38194,-1.14020,-0.28615,0.00006
12,13,23253.5,430.0,0.001665068,0.02357,0.00423,0.00089,0.15347
13,14,24910.3,401.4,0.000574353,0.00759,0.00180,-0.00057,0.08710
14,15,24961.2,400.6,0.001370222,0.01807,-0.13400,0.01063,0.00199
15,16,26125.5,382.8,0.002870441,0.03617,-0.02652,-0.18833,-0.00109
16,17,26852.9,372.4,0.001260633,0.01546,0.00158,-0.00008,0.12431
17,18,27116.3,368.8,0.020817172,0.25274,0.00019,-0.00138,0.50273
18,19,27150.3,368.3,0.008477107,0.10279,-0.00115,0.00067,-0.32060
19,20,28912.7,345.9,0.005414355,0.06165,0.00565,0.00258,-0.24822
