,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,13276.3,753.2,0.000001976,0.00005,0.00027,0.00001,-0.00699
1,2,24148.0,414.1,0.007044167,0.09603,0.12678,-0.28277,0.00035
2,3,27479.5,363.9,0.000279681,0.00335,0.00003,-0.00007,0.05788
3,4,32454.6,308.1,0.001572978,0.01596,0.00006,0.00021,0.12632
4,5,35175.8,284.3,0.000665068,0.00622,0.00021,-0.00015,-0.07889
5,6,37916.7,263.7,0.098876220,0.85849,0.87722,0.29830,-0.00051
6,7,39100.6,255.8,0.009143650,0.07699,-0.00010,-0.00044,-0.27746
7,8,40624.8,246.2,0.007461441,0.06047,0.00055,0.00063,0.24590
8,9,41000.4,243.9,0.000004803,0.00004,0.00137,0.00051,-0.00604
9,10,46716.3,214.1,0.059840237,0.42170,-0.49221,-0.42359,0.00072
10,11,47870.0,208.9,0.127315006,0.87557,-0.92692,-0.12800,0.00041
11,12,48208.0,207.4,0.000398099,0.00272,-0.00113,-0.00038,-0.05213
12,13,49209.6,203.2,0.000603323,0.00404,-0.00028,0.00004,-0.06353
13,14,50435.2,198.3,0.000271741,0.00177,-0.00002,0.00020,0.04212
14,15,52433.8,190.7,0.000326031,0.00205,0.00041,-0.00014,-0.04524
15,16,53166.1,188.1,0.000485825,0.00301,0.00060,0.00020,0.05484
16,17,55876.7,179.0,0.015910687,0.09374,-0.15408,0.26458,-0.00041
17,18,56589.5,176.7,0.000386907,0.00225,0.00009,0.00020,0.04744
18,19,57461.5,174.0,0.002823753,0.01618,0.00553,0.00107,-0.12707
19,20,57526.6,173.8,0.057285173,0.32783,0.55945,0.12184,0.00101
