,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8163.8,1224.9,0.004364548,0.17600,0.00001,-0.41953,0.00010
1,2,13703.6,729.7,0.000499222,0.01199,0.00001,-0.10951,0.00003
2,3,16894.6,591.9,0.000000017,0.00000,0.00038,0.00043,-0.00000
3,4,19378.6,516.0,0.164410182,2.79307,-1.67123,-0.00003,0.00834
4,5,19709.3,507.4,0.006379456,0.10656,0.00011,-0.32643,0.00003
5,6,19973.2,500.7,0.000014240,0.00023,0.00520,-0.00006,0.01441
6,7,24779.8,403.6,0.006510105,0.08649,-0.09022,-0.00003,-0.27991
7,8,28096.5,355.9,0.382698208,4.48415,-2.11758,-0.00001,-0.00176
8,9,30041.5,332.9,0.006501988,0.07125,-0.12632,-0.00006,-0.23515
9,10,31736.3,315.1,0.000079673,0.00083,0.00019,0.02875,0.00005
10,11,33302.4,300.3,0.000234393,0.00232,-0.00178,0.00003,-0.04810
11,12,33664.5,297.0,0.000000415,0.00000,0.00001,-0.00201,-0.00000
12,13,37216.8,268.7,0.000000045,0.00000,0.00012,0.00062,0.00000
13,14,38487.6,259.8,0.011569906,0.09897,0.00010,0.31459,-0.00003
14,15,38527.3,259.6,0.073356732,0.62683,-0.79135,0.00004,-0.02422
15,16,39051.3,256.1,0.000051047,0.00043,0.00003,0.02074,-0.00007
16,17,40029.1,249.8,0.003812125,0.03135,0.05065,-0.00001,-0.16967
17,18,41408.1,241.5,0.000355572,0.00283,0.03818,0.00002,0.03700
18,19,43217.6,231.4,0.000000004,0.00000,0.00013,-0.00012,0.00001
19,20,45109.3,221.7,0.000054947,0.00040,0.00613,-0.00131,-0.01902
