,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,1579.3,6331.8,0.007172580,1.49513,-0.00081,1.21146,0.16579
1,2,2575.9,3882.2,0.002959228,0.37821,0.61499,0.00020,0.00029
2,3,7332.0,1363.9,0.002767667,0.12427,-0.00047,0.08963,-0.34094
3,4,8823.6,1133.3,0.012955980,0.48339,-0.69526,-0.00008,0.00129
4,5,9115.5,1097.0,0.035386377,1.27800,-0.00052,0.77367,0.82428
5,6,10225.1,978.0,0.020255530,0.65216,0.00032,-0.80749,0.01089
6,7,10653.4,938.7,0.019421815,0.60017,0.77471,0.00135,0.00037
7,8,10863.2,920.5,0.008195118,0.24835,-0.49835,-0.00062,-0.00064
8,9,11229.2,890.5,0.018259949,0.53533,-0.00152,0.58185,0.44360
9,10,12629.7,791.8,0.009453579,0.24642,-0.00150,0.49347,0.05393
10,11,13862.2,721.4,0.128391806,3.04915,0.00148,-1.74505,-0.06282
11,12,15692.0,637.3,0.019179978,0.40239,-0.63432,0.00298,0.00369
12,13,15753.4,634.8,0.149846757,3.13148,0.00084,1.51914,0.90757
13,14,17369.3,575.7,0.087339000,1.65540,0.00312,-1.10833,0.65345
14,15,18080.0,553.1,0.007251511,0.13204,0.36336,0.00129,-0.00298
15,16,21859.5,457.5,0.013159940,0.19819,-0.00007,0.44285,0.04558
16,17,21981.7,454.9,0.000819385,0.01227,-0.00058,-0.10218,0.04279
17,18,23109.2,432.7,0.002150044,0.03063,-0.17501,-0.00016,-0.00005
18,19,23613.9,423.5,0.043012382,0.59966,0.00175,0.18808,-0.75118
19,20,24019.3,416.3,0.000809638,0.01110,0.10530,0.00091,-0.00289
