,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4807.3,2080.2,0.000041116,0.00282,0.05012,-0.01744,-0.00008
1,2,13253.9,754.5,0.001731628,0.04301,-0.05090,-0.20105,0.00018
2,3,17491.9,571.7,0.000557723,0.01050,-0.00012,0.00006,-0.10245
3,4,22352.9,447.4,0.000666945,0.00982,0.00002,0.00014,0.09911
4,5,24641.9,405.8,0.000123828,0.00165,-0.00031,-0.00011,-0.04067
5,6,26529.5,376.9,0.001013410,0.01258,0.00000,-0.00044,-0.11214
6,7,27332.6,365.9,0.008745153,0.10533,0.25496,0.20081,-0.00019
7,8,29809.3,335.5,0.008033596,0.08872,-0.18933,-0.22995,0.00038
8,9,29983.7,333.5,0.000145360,0.00160,0.00083,0.00020,-0.03994
9,10,32406.6,308.6,0.000413044,0.00420,0.00021,-0.00007,-0.06478
10,11,32539.8,307.3,0.000058592,0.00059,0.00003,-0.00002,-0.02435
11,12,35084.4,285.0,0.002811647,0.02638,-0.06731,-0.14783,-0.00013
12,13,35750.3,279.7,0.000009821,0.00009,-0.00011,0.00012,-0.00951
13,14,37088.6,269.6,0.004300320,0.03817,-0.00163,-0.00008,-0.19537
14,15,38522.3,259.6,0.000027657,0.00024,-0.00145,-0.00019,-0.01530
15,16,39482.5,253.3,0.000757584,0.00632,0.00437,0.00047,-0.07936
16,17,40127.4,249.2,0.213441535,1.75111,1.30727,0.20533,0.00110
17,18,40666.5,245.9,0.001396574,0.01131,-0.00746,-0.00156,0.10606
18,19,41114.5,243.2,0.047255804,0.37839,-0.61332,-0.04716,0.00037
19,20,41265.1,242.3,0.002133902,0.01702,-0.00106,-0.00046,0.13047
