,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,18213.0,549.1,0.006886541,0.12448,-0.08956,-0.04880,-0.33775
1,2,24927.0,401.2,0.003089207,0.04080,0.01668,-0.00448,-0.20125
2,3,27082.0,369.2,0.010613947,0.12902,0.26563,-0.02089,-0.24090
3,4,27225.5,367.3,0.001244859,0.01505,-0.06320,-0.04182,0.09649
4,5,27308.4,366.2,0.001585083,0.01911,0.03182,-0.10968,0.07788
5,6,30236.2,330.7,0.000477874,0.00520,0.05628,0.02870,-0.03481
6,7,32178.4,310.8,0.001250961,0.01280,-0.08458,0.01695,-0.07319
7,8,32420.6,308.4,0.001491133,0.01514,0.03063,-0.09269,-0.07491
8,9,33786.2,296.0,0.000728950,0.00710,0.04545,0.07095,-0.00171
9,10,35047.5,285.3,0.007022704,0.06597,0.14320,0.17193,-0.12610
10,11,35493.5,281.7,0.000452421,0.00420,-0.06113,-0.02098,-0.00435
11,12,36701.2,272.5,0.016966776,0.15219,-0.08421,0.36939,-0.09300
12,13,37345.0,267.8,0.005093328,0.04490,-0.18400,0.06061,-0.08585
13,14,39191.4,255.2,0.005994155,0.05035,-0.00488,0.12878,-0.18370
14,15,40254.7,248.4,0.016947500,0.13860,0.34650,-0.13023,0.03971
15,16,40891.1,244.6,0.003066180,0.02469,-0.06063,-0.11709,0.08545
16,17,42189.2,237.0,0.002252125,0.01757,0.03633,0.05711,-0.11398
17,18,42655.7,234.4,0.010159325,0.07841,0.09341,0.26394,0.00431
18,19,43563.1,229.6,0.032681146,0.24698,-0.49632,-0.01564,-0.02006
19,20,44594.4,224.2,0.004168847,0.03078,-0.12190,-0.10879,-0.06387
