,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8158.8,1225.7,0.000538222,0.02172,-0.11449,0.09279,0.00000
1,2,12156.6,822.6,0.000630376,0.01707,-0.03057,0.12703,0.00000
2,3,14755.0,677.7,0.000601159,0.01341,0.11426,-0.01889,-0.00000
3,4,21980.9,454.9,0.002386746,0.03575,0.00000,-0.00001,0.18907
4,5,23371.6,427.9,0.161500426,2.27489,-1.49411,0.20619,-0.00000
5,6,26169.4,382.1,0.140388536,1.76609,1.28107,-0.35348,-0.00000
6,7,26693.8,374.6,0.000247892,0.00306,-0.00004,-0.00001,-0.05529
7,8,28131.0,355.5,0.000555000,0.00650,0.00001,0.00001,-0.08059
8,9,31194.1,320.6,0.002563957,0.02706,-0.00001,-0.00000,0.16450
9,10,32810.7,304.8,0.000080903,0.00081,0.00003,0.00000,0.02849
10,11,34153.2,292.8,0.000112141,0.00108,-0.00001,-0.00001,0.03288
11,12,35128.6,284.7,0.000310260,0.00291,0.00003,0.00004,-0.05392
12,13,35659.1,280.4,0.000219321,0.00202,-0.00002,0.00000,0.04500
13,14,36082.5,277.1,0.097773071,0.89207,-0.43686,-0.83739,0.00001
14,15,38901.0,257.1,0.027518839,0.23289,-0.00741,-0.48253,-0.00001
15,16,39770.5,251.4,0.008440817,0.06987,0.00000,-0.00001,0.26433
16,17,40012.3,249.9,0.000413248,0.00340,-0.00006,-0.00002,0.05831
17,18,41165.7,242.9,0.138246765,1.10559,0.15331,1.04024,-0.00009
18,19,41819.7,239.1,0.000298042,0.00235,0.00003,-0.00002,0.04844
19,20,42770.3,233.8,0.026401314,0.20322,-0.38997,0.22614,-0.00000
