,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,15721.6,636.1,0.004028798,0.08436,-0.22922,-0.17836,-0.00300
1,2,23649.9,422.8,0.005020276,0.06988,0.17868,0.19483,0.00051
2,3,28722.3,348.2,0.018778784,0.21524,0.43974,0.14780,-0.00449
3,4,34362.6,291.0,0.014481022,0.13874,-0.17477,0.32613,-0.04279
4,5,35370.6,282.7,0.000405862,0.00378,0.05986,0.01074,-0.00886
5,6,38253.6,261.4,0.002113134,0.01819,0.12832,0.03501,0.02221
6,7,39624.8,252.4,0.023309821,0.19366,0.09161,0.42896,0.03553
7,8,41224.2,242.6,0.013511582,0.10790,0.26589,0.18947,-0.03612
8,9,44310.0,225.7,0.015032573,0.11169,0.32390,-0.07033,-0.04282
9,10,45357.8,220.5,0.009202640,0.06679,0.11495,-0.06762,0.22138
10,11,46347.1,215.8,0.006587716,0.04679,-0.07010,0.19991,0.04375
11,12,47548.3,210.3,0.005598681,0.03876,-0.02477,0.17886,0.07847
12,13,48823.8,204.8,0.005943561,0.04008,-0.05732,-0.15978,0.10612
13,14,50408.6,198.4,0.006370947,0.04161,0.03400,-0.19098,0.06309
14,15,50700.5,197.2,0.001180261,0.00766,0.00713,-0.03201,0.08117
15,16,50877.1,196.6,0.012055620,0.07801,-0.02848,-0.21632,-0.17437
16,17,52158.4,191.7,0.001420324,0.00896,-0.08171,0.00306,-0.04774
17,18,54262.6,184.3,0.001941529,0.01178,-0.00993,-0.05444,-0.09336
18,19,55325.2,180.7,0.005509579,0.03278,0.14316,-0.07471,0.08191
19,20,55991.3,178.6,0.007621183,0.04481,-0.09096,-0.15019,0.11824
