,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6038.8,1656.0,0.000033720,0.00184,-0.01431,0.03690,0.01648
1,2,26268.4,380.7,0.000902921,0.01132,-0.10428,-0.00130,-0.02096
2,3,26843.8,372.5,0.016442930,0.20166,0.21405,-0.39402,0.02424
3,4,29639.3,337.4,0.003791490,0.04211,0.08573,0.08846,0.16413
4,5,30346.7,329.5,0.007794020,0.08455,-0.08721,0.27738,0.00224
5,6,33312.0,300.2,0.024060526,0.23778,0.15795,-0.43947,0.14035
6,7,34024.4,293.9,0.065942087,0.63804,0.12084,0.78121,-0.11467
7,8,35125.9,284.7,0.003845946,0.03605,0.10393,0.15817,-0.01507
8,9,36143.5,276.7,0.010522605,0.09584,-0.03436,-0.30454,0.04382
9,10,37911.2,263.8,0.007242196,0.06289,0.16132,-0.17154,-0.08625
10,11,38868.6,257.3,0.002176478,0.01843,0.09783,0.04983,0.07988
11,12,39682.6,252.0,0.009494937,0.07877,0.17507,-0.20898,-0.06671
12,13,40456.9,247.2,0.024484498,0.19924,-0.19502,0.40113,-0.01726
13,14,40986.7,244.0,0.022336712,0.17941,-0.26948,0.32552,-0.02886
14,15,42015.8,238.0,0.014239821,0.11158,0.31048,0.10293,0.06769
15,16,44351.8,225.5,0.002330176,0.01730,-0.02224,0.11891,0.05159
16,17,44825.7,223.1,0.007926585,0.05821,-0.19608,0.13932,0.01887
17,18,45527.2,219.6,0.001219084,0.00882,0.07739,0.05295,-0.00472
18,19,46212.0,216.4,0.009377043,0.06680,-0.24046,0.04911,0.08105
19,20,47338.1,211.2,0.000810710,0.00564,0.04682,-0.01156,0.05755
