,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,-1597.9,-6258.0,-0.000213139,0.04391,-0.00003,-0.20955,-0.00000
1,2,-1162.6,-8601.1,-0.000000000,0.00000,-0.00000,0.00000,-0.00000
2,3,3475.2,2877.5,0.000372209,0.03526,-0.00003,-0.18778,-0.00000
3,4,22231.0,449.8,0.000211789,0.00314,-0.00000,0.00000,0.05600
4,5,25173.8,397.2,0.000056802,0.00074,0.00000,0.00000,-0.02726
5,6,28856.1,346.5,0.000000000,0.00000,0.00000,0.00000,-0.00001
6,7,30389.1,329.1,0.092987011,1.00735,-0.00014,-1.00367,0.00000
7,8,30660.3,326.2,0.006878549,0.07386,0.00000,-0.00000,0.27177
8,9,32169.3,310.9,0.000000000,0.00000,-0.00000,0.00007,-0.00000
9,10,32468.9,308.0,0.002050685,0.02079,-0.00000,-0.00000,-0.14420
10,11,35950.9,278.2,0.000000000,0.00000,0.00000,0.00000,-0.00003
11,12,36352.8,275.1,0.000000000,0.00000,-0.00000,-0.00000,-0.00001
12,13,37289.1,268.2,0.075287575,0.66469,0.81528,-0.00012,-0.00000
13,14,37737.1,265.0,0.005616674,0.04900,0.00001,-0.00000,0.22136
14,15,40712.9,245.6,0.003283636,0.02655,-0.00000,0.00001,0.16295
15,16,44734.7,223.5,0.000247515,0.00182,-0.00001,0.00002,0.04268
16,17,45413.7,220.2,0.000000000,0.00000,0.00000,-0.00000,-0.00000
17,18,45678.2,218.9,0.022405779,0.16148,0.40185,-0.00005,0.00000
18,19,46986.3,212.8,0.001548803,0.01085,0.00002,0.10417,0.00001
19,20,47542.5,210.3,0.000944736,0.00654,-0.00000,0.00010,0.08088
