,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,19828.7,504.3,0.000000000,0.00000,0.00000,-0.00000,-0.00000
1,2,23815.6,419.9,0.002147077,0.02968,-0.06839,0.09842,-0.12376
2,3,24048.9,415.8,0.003980812,0.05449,-0.20495,-0.01168,0.11115
3,4,27346.4,365.7,0.000179653,0.00216,-0.03217,-0.02611,-0.02111
4,5,27474.6,364.0,0.000000000,0.00000,0.00001,-0.00001,-0.00001
5,6,30921.6,323.4,0.008878964,0.09453,-0.27922,0.07078,0.10751
6,7,31954.0,312.9,0.028211968,0.29066,0.40957,0.08382,0.34042
7,8,33322.8,300.1,0.000000002,0.00000,-0.00011,-0.00001,-0.00008
8,9,36473.7,274.2,0.000000000,0.00000,-0.00006,0.00001,-0.00002
9,10,39127.9,255.6,0.000000000,0.00000,-0.00001,0.00000,0.00001
10,11,39672.5,252.1,0.000000000,0.00000,-0.00000,0.00000,-0.00000
11,12,40687.1,245.8,0.027989633,0.22647,0.45051,-0.10646,0.11034
12,13,40899.5,244.5,0.000000097,0.00000,-0.00084,0.00019,-0.00020
13,14,41965.4,238.3,0.000000000,0.00000,-0.00002,0.00001,-0.00002
14,15,44855.7,222.9,0.021829476,0.16021,0.37921,-0.11659,-0.05310
15,16,46043.2,217.2,0.004756866,0.03401,-0.13027,0.07539,0.10657
16,17,47207.7,211.8,0.007439690,0.05188,0.19069,-0.00142,-0.12457
17,18,50560.0,197.8,0.013217223,0.08606,0.09899,-0.16554,0.22104
18,19,50678.0,197.3,0.000000042,0.00000,-0.00030,0.00009,0.00042
19,20,51695.6,193.4,0.000798964,0.00509,-0.00798,-0.00842,-0.07038
