,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8336.1,1199.6,0.000002917,0.00012,-0.00007,0.00001,-0.01073
1,2,17780.3,562.4,0.020821620,0.38552,0.62004,0.03279,-0.00024
2,3,18661.9,535.9,0.002696219,0.04756,0.14070,-0.16664,-0.00010
3,4,25238.5,396.2,0.025523394,0.33293,-0.38839,-0.42671,0.00009
4,5,29412.6,340.0,0.495475361,5.54580,2.34967,0.15764,-0.00107
5,6,31586.7,316.6,0.000297832,0.00310,-0.00013,0.00001,0.05571
6,7,33865.9,295.3,0.000157274,0.00153,-0.00378,-0.00022,-0.03892
7,8,34574.4,289.2,0.476030498,4.53269,-2.12310,-0.15855,0.00100
8,9,35397.7,282.5,0.000199485,0.00186,0.00207,0.00013,-0.04302
9,10,36173.2,276.4,0.002555342,0.02326,0.00126,0.00011,0.15249
10,11,37066.6,269.8,0.000014831,0.00013,0.01147,0.00037,-0.00001
11,12,38688.9,258.5,0.000000975,0.00001,0.00056,0.00004,-0.00283
12,13,40789.4,245.2,0.000337042,0.00272,0.00015,0.00008,-0.05216
13,14,41860.4,238.9,0.001107686,0.00871,0.00088,-0.00029,-0.09333
14,15,42121.5,237.4,0.023038297,0.18006,0.38747,-0.17301,0.00004
15,16,43546.2,229.6,0.019565064,0.14791,0.35820,0.14002,-0.00012
16,17,44267.7,225.9,0.000268432,0.00200,0.00062,-0.00003,-0.04468
17,18,44500.8,224.7,0.000721970,0.00534,0.00029,-0.00000,-0.07308
18,19,45497.7,219.8,0.013698681,0.09912,-0.25562,0.18379,0.00017
19,20,46626.0,214.5,0.000932420,0.00658,0.00016,-0.00015,0.08114
