,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8907.7,1122.6,0.027798010,1.02736,-0.28361,-0.64674,0.72709
1,2,9678.1,1033.3,0.120430996,4.09658,1.35547,1.48502,0.23237
2,3,10604.9,943.0,0.143124676,4.44307,-1.77360,1.13876,-0.02525
3,4,15447.1,647.4,0.007211578,0.15369,0.20134,-0.31474,0.11871
4,5,17144.9,583.3,0.020287526,0.38956,-0.38505,0.46056,0.17082
5,6,19159.0,521.9,0.002713715,0.04663,0.02672,0.02129,-0.21322
6,7,19726.2,506.9,0.008984206,0.14994,0.34679,0.02524,0.17040
7,8,21111.9,473.7,0.003981439,0.06209,0.05960,-0.19887,-0.13778
8,9,23045.1,433.9,0.031725647,0.45322,-0.07203,-0.08293,0.66419
9,10,25160.7,397.4,0.042453378,0.55547,0.03701,-0.39864,-0.62864
10,11,27413.1,364.8,0.015326489,0.18406,-0.11569,-0.05697,0.40918
11,12,28165.9,355.0,0.011291261,0.13198,-0.12117,-0.15180,0.30700
12,13,28720.5,348.2,0.026067120,0.29880,0.07461,-0.02688,-0.54084
13,14,30209.6,331.0,0.005764337,0.06282,-0.20569,-0.08588,0.11460
14,15,30466.0,328.2,0.002261119,0.02443,0.01342,0.15401,0.02313
15,16,30651.2,326.3,0.012583047,0.13515,0.36030,-0.02525,0.06851
16,17,31107.0,321.5,0.004777662,0.05056,0.10232,-0.00877,-0.20004
17,18,31201.5,320.5,0.006245167,0.06589,-0.03616,0.02201,-0.25318
18,19,32970.9,303.3,0.039654035,0.39594,-0.62529,-0.06257,-0.03224
19,20,33487.2,298.6,0.018640594,0.18326,0.10775,0.10701,0.40024
