,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,2163.9,4621.2,0.000031105,0.00473,-0.00001,0.00000,-0.06879
1,2,7309.0,1368.2,0.002127618,0.09583,-0.30269,-0.06488,-0.00003
2,3,8854.9,1129.3,0.000013133,0.00049,-0.00003,-0.00000,-0.02210
3,4,11795.8,847.8,0.003631728,0.10136,-0.30052,0.10509,-0.00002
4,5,26240.0,381.1,0.057152849,0.71705,-0.72029,0.44523,-0.00005
5,6,26643.3,375.3,0.000002053,0.00003,0.00007,-0.00004,0.00504
6,7,31224.2,320.3,0.000059804,0.00063,0.00000,-0.00002,0.02511
7,8,33029.6,302.8,0.001591023,0.01586,0.00004,0.00001,0.12593
8,9,34377.6,290.9,0.259753575,2.48749,1.52907,0.38657,0.00015
9,10,39181.3,255.2,0.000503525,0.00423,0.00001,0.00001,-0.06504
10,11,39501.3,253.2,0.000336626,0.00281,0.00002,0.00000,0.05297
11,12,40035.7,249.8,0.062788535,0.51631,-0.71855,0.00096,-0.00006
12,13,41139.6,243.1,0.001137305,0.00910,-0.00008,-0.00000,-0.09540
13,14,41491.1,241.0,0.002730708,0.02167,-0.00001,-0.00000,0.14720
14,15,41605.1,240.4,0.000005436,0.00004,-0.00002,-0.00000,0.00656
15,16,42830.2,233.5,0.001573823,0.01210,-0.00001,-0.00001,0.10999
16,17,42889.5,233.2,0.000243477,0.00187,-0.00002,-0.00001,0.04323
17,18,43564.6,229.5,0.065132711,0.49220,-0.70044,0.03988,-0.00008
18,19,45429.4,220.1,0.000618190,0.00448,0.00003,-0.00016,-0.06693
19,20,47269.2,211.6,0.002503162,0.01743,-0.00008,0.00012,0.13204
