,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9204.2,1086.5,0.000021637,0.00077,-0.00288,-0.00631,0.02694
1,2,9713.2,1029.5,0.003602579,0.12210,-0.11570,-0.08901,0.31748
2,3,17195.9,581.5,0.012584116,0.24092,0.21207,0.12096,-0.42581
3,4,21901.5,456.6,0.000224642,0.00338,-0.04966,0.00122,-0.03015
4,5,24980.1,400.3,0.000212352,0.00280,0.04572,-0.01124,-0.02411
5,6,26494.2,377.4,0.012839708,0.15954,0.36045,0.16633,0.04422
6,7,27448.2,364.3,0.005268077,0.06318,-0.24172,-0.01042,0.06817
7,8,28812.6,347.1,0.432809886,4.94527,-2.21868,-0.09269,-0.11891
8,9,29053.6,344.2,0.021371631,0.24217,0.49102,-0.01480,0.02918
9,10,33358.6,299.8,0.005702222,0.05627,-0.18615,-0.14373,-0.03106
10,11,33791.2,295.9,0.004186324,0.04079,-0.19272,-0.04760,-0.03711
11,12,35558.3,281.2,0.084336532,0.78082,-0.81588,-0.33817,-0.02809
12,13,36089.4,277.1,0.010027627,0.09147,-0.22033,-0.19883,-0.05827
13,14,38150.9,262.1,0.044146437,0.38095,-0.60768,-0.10324,0.03196
14,15,38711.7,258.3,0.010506066,0.08935,-0.29671,-0.03456,-0.01075
15,16,39820.4,251.1,0.002320755,0.01919,-0.02663,0.13542,-0.01179
16,17,40309.8,248.1,0.000820921,0.00670,-0.02353,-0.04414,0.06483
17,18,40982.6,244.0,0.000369143,0.00297,-0.04807,0.01185,0.02267
18,19,42861.1,233.3,0.001628183,0.01251,0.03061,0.10725,-0.00812
19,20,44012.2,227.2,0.002467891,0.01846,-0.05787,0.00167,-0.12292
